lag,acf,pacf
0,1.0,1.0
1,-0.00039257070493876705,-0.0003968846687293296
2,-0.00020261713803291722,-0.0002072772911903851
3,-0.00020683832840861358,-0.00021397493465989594
4,0.008720979316167152,0.009117176954830431
5,-0.0002152807091600159,-0.00022053866370499138
6,-0.09847192908400164,-0.10534731138783764
7,0.017640354579991566,0.01922657315765396
8,0.03491768678767411,0.0386413639653563
9,-0.0008146897425073796,-0.0010831400745108318
10,-0.0008189109328830705,0.0008106667403675766
11,0.017040945546644135,0.019245605453202985
12,-0.2493710426340229,-0.3026410322583961
13,-0.03500633178556353,-0.038631057639882914
14,0.000717602363866606,0.012962107091719815
15,0.0007133811734909175,-0.0016429235569672617
16,0.0007091599831152223,0.008453073850113452
17,-0.03502321654706628,-0.03846530689508974
18,0.0007007176023638772,-0.07965576928421163
19,0.07215280709159985,0.10114308442945862
20,-0.07076403545799914,-0.07132206932365995
21,0.0006880540312367931,0.0034259598394417124
22,0.0006838328408611194,0.006054058365262345
23,0.0006796116504854425,-0.004769482956230133
24,-0.07155761924862811,-0.21481897041249437
