label,order,seasonal,aic,bic
"ARIMA(1, 0, 1)x(0, 0, 0, 0)","(1, 0, 1)","(0, 0, 0, 0)",447.1691664625155,454.2775100199165
"ARIMA(1, 1, 1)x(0, 0, 0, 0)","(1, 1, 1)","(0, 0, 0, 0)",442.7363866486029,449.80651312867167
"ARIMA(1, 1, 1)x(1, 0, 0, 12)","(1, 1, 1)","(1, 0, 0, 12)",358.58582874461695,367.4045992221808
"ARIMA(1, 1, 1)x(1, 1, 1, 12)","(1, 1, 1)","(1, 1, 1, 12)",294.45913263171803,304.4040528645394
"ARIMA(2, 1, 1)x(1, 1, 1, 12)","(2, 1, 1)","(1, 1, 1, 12)",296.453340300145,308.38724457953066
"ARIMA(1, 1, 2)x(1, 1, 1, 12)","(1, 1, 2)","(1, 1, 1, 12)",292.06191018873164,303.8836616700444
