lag,acf,pacf
0,1.0,1.0
1,-0.0014203723961875806,-0.001435980884057771
2,-0.0009672786927442161,-0.0009908378590529781
3,-0.0009825515142085916,-0.001018518419651138
4,-0.04408754462718424,-0.04609561674236381
5,-0.0010130971571373675,-0.001210680506402786
6,-0.4319255728937149,-0.4631445491359159
7,0.0851357977829565,0.11528647155907633
8,0.004218013892429913,-0.016518097029697146
9,-0.0015425549679026621,0.002776568412283943
10,-0.0015578277893670209,-0.058232612805984324
11,-0.08775254119385402,-0.11376304597181641
12,0.07579826625645901,-0.15683839111717734
13,-0.2608913544426805,-0.2891726620226807
14,-0.0023683055150769136,-0.022387585368320778
15,-0.002383578336541277,-0.058741991656549
16,-0.0023988511580056732,-0.05600062816975849
17,0.14121827699223424,0.0575426431279941
18,-0.002429396800934464,-0.05485612540466218
19,0.3613824469259271,0.286846182665936
20,0.02239470781124038,0.05705833890188574
21,-0.0006017491656966647,0.04794239504282525
22,-0.000617021987161065,-0.012213879690625267
23,-0.05808525519730711,0.07755065518084339
24,-0.069778466706471,-0.200309516926347
