date,raw_residuals,standardized_residuals
2017-08-01,0.0034769800652547644,0.00044056357490135275
2017-09-01,-0.0006865047701296589,-0.0001175590159004661
2017-10-01,0.7133411307002966,0.09559912293907422
2017-11-01,0.0007859726747199147,7.982921989475465e-05
2017-12-01,-0.0005143725007741295,-9.44843772427672e-05
2018-01-01,0.0008241409898310792,8.494575081984362e-05
2018-02-01,0.001054933440951089,0.0001158838917881675
2018-03-01,0.715998501284183,0.09595534821997218
2018-04-01,1.4301711633559044,0.1916914712503081
2018-05-01,0.0033464833838543484,0.00042307026129654533
2018-06-01,-0.000238009138215034,-5.743737406809536e-05
2018-07-01,-0.0002370129078386185,-5.730382760384622e-05
2018-08-01,31.66664721388203,4.24494517992597
2018-09-01,0.04981918148208564,0.006652818582630529
2018-10-01,0.7134216919430543,0.09560992231779274
2018-11-01,0.0007861011773613313,7.984644590373223e-05
2018-12-01,-0.0005143722958038666,-9.448434976613675e-05
2019-01-01,0.0008241409901543761,8.494575086318214e-05
2019-02-01,0.0010549334409546418,0.00011588389178864375
2019-03-01,0.715998501284183,0.09595534821997218
2019-04-01,1.4301711633559009,0.19169147125030764
2019-05-01,0.0033464833838507957,0.0004230702612960691
2019-06-01,-0.000238009138215034,-5.743737406809536e-05
2019-07-01,-0.0002370129078386185,-5.730382760384622e-05
2019-08-01,-47.33335278611798,-6.345146153809516
2019-09-01,-0.07619312822857616,-0.010239356974469108
2019-10-01,0.7132206906494023,0.09558297773478042
2019-11-01,0.0007857805616922064,7.98034667996935e-05
2019-12-01,-0.0005143728072152243,-9.448441832174417e-05
2020-01-01,0.0008241409893408047,8.494575075412143e-05
2020-02-01,0.001054933440951089,0.0001158838917881675
2020-03-01,0.715998501284183,0.09595534821997218
2020-04-01,1.4301711633559009,0.19169147125030764
2020-05-01,0.0033464833838507957,0.0004230702612960691
2020-06-01,-0.00023800913821681036,-5.743737406833348e-05
2020-07-01,-0.00023701290784217122,-5.7303827604322465e-05
2020-08-01,22.66664721388203,3.0384790786143316
2020-09-01,0.03546334873024648,0.004728393519164606
2020-10-01,0.7133987930615007,0.09560685268175359
2020-11-01,0.0007860646515283065,7.984154955046927e-05
2020-12-01,-0.0005143723540612655,-9.44843575756453e-05
2021-01-01,0.000824140990069111,8.49457508517522e-05
2021-02-01,0.0010549334409546418,0.00011588389178864375
2021-03-01,-9.284001498715817,-1.2445625421262916
2021-04-01,1.4142202380760693,0.18955322117978857
2021-05-01,0.0033210401821257562,0.0004196595545860587
2021-06-01,-0.00023804972247631895,-5.744281446092725e-05
2021-07-01,-0.00023701297257616716,-5.730383628203043e-05
2021-08-01,-2.333352786118077,-0.312815647251342
2021-09-01,14.995586035530664,2.0101596038622622
2021-10-01,0.7372615729769265,0.09880570102075598
2021-11-01,0.0008241279934679824,8.494400863411953e-05
2021-12-01,-0.0005143116395132097,-9.447621868185799e-05
2022-01-01,0.0008241410869089805,8.494576383330995e-05
2022-02-01,0.0010549334411109612,0.00011588389180959865
2022-03-01,5.715998501284183,0.7662142933931041
2022-04-01,1.4381466259958202,0.19276059628556766
2022-05-01,0.003359204984711539,0.0004247756146508362
2022-06-01,-0.00023798884608794424,-5.743465387215566e-05
2022-07-01,-0.0002370128754733969,-5.730382326523036e-05
2022-08-01,-2.3333527861179277,-0.31281564725132194
2022-09-01,-15.004413964469336,-2.0113940671765294
2022-10-01,0.6894087971374319,0.09239095080919876
2022-11-01,0.0007477983882822059,7.47118885026595e-05
2022-12-01,-0.0005144333922970645,-9.449253986035368e-05
2023-01-01,0.0008241408927034399,8.49457377997098e-05
2023-02-01,0.0010549334407983224,0.00011588389176768886
2023-03-01,0.715998501284183,0.09595534821997218
2023-04-01,-8.569828836644092,-1.1488264190959552
2023-05-01,-0.012604441895977203,-0.0017151798092225226
2023-06-01,-0.00026345233994717887,-6.084808077905828e-05
2023-07-01,-0.00023705349210345616,-5.7309267997154365e-05
2023-08-01,-2.333352786182708,-0.3128156472600059
2023-09-01,-0.004413964469442533,-0.0006172316571478274
2023-10-01,-4.286664814942821,-0.5746606192581546
2023-11-01,-0.007189499449047787,-0.000989297086692097
2023-12-01,-0.0005270941167658805,-9.618973262587291e-05
2024-01-01,0.0008241206976791204,8.494303062057018e-05
2024-02-01,0.0010549334085823148,0.0001158838874490754
2024-03-01,0.7159985012841332,0.09595534821996551
2024-04-01,1.4301711633559044,0.1916914712503081
