lag,acf,pacf
0,1.0,1.0
1,-0.00014232263875065543,-0.00014383670937568064
2,3.2244972841941836e-05,3.291772480019176e-05
3,0.0005237028347778646,0.0005407895852779205
4,-0.04128968772411643,-0.04310447810752315
5,0.02142669179550756,0.022647718006556187
6,-0.16672837687331246,-0.1784053647090494
7,0.06323563477194097,0.07178403172501042
8,0.08361195584291883,0.09001547233987348
9,-1.3342747382860871e-05,0.0008088762471648954
10,-1.4825274869846295e-05,-0.016758619853466227
11,-0.12545203189657889,-0.13441721240886229
12,-0.029286125951828966,-0.062007713564585815
13,-0.04183118088873815,-0.027222704674722667
14,0.00015529475426180313,0.032544550011586786
15,0.0005059125049340197,-0.02045648603589477
16,0.0005044299774470536,-0.010040156167743926
17,0.1259386715441821,0.11062411541209545
18,-0.0204044890932306,-0.02335391394755533
19,-0.082947783528749,-0.09637478175891295
20,-0.08294926605623597,-0.09787782152699769
21,0.0006730674790917062,0.011262916756510588
22,0.000671584951604751,-0.021378106671611927
23,-0.1038596676544006,-0.11545995641212542
24,0.009031001502912243,-0.031146014331251304
