lag,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.7328531617788471,0.5808949432343306,0.9988319691503766,0.8804496618299564,0.487835432351871,0.7846826316523487,0.07780111686144262,0.658563769296795,0.9460711797362438,0.938188705436176
2,0.1002769610115315,0.12754607106219384,-5.846295178552961,-0.07489003123735762,-0.13149844719758927,-0.6698785371565319,-0.007662814069901113,-0.14275698613451626,-0.41769122513566065,-0.06859740093043333
3,-0.09195116287247311,-0.21734620859200723,-0.8900818716567456,-0.11804152546891063,-0.23627842986425168,-0.13215225452010296,0.04496265099472726,-0.12835280497784693,-0.36378021182900655,-0.17097550766986144
4,0.2926478821071238,0.01284335067163649,-0.730548064188863,0.0588985757808047,-0.046483586370165184,0.3040660360282247,0.0621546734034803,0.25683618630203287,0.11007622303271371,0.1736347207333596
5,0.06963408177695425,0.09945936989399094,-1.3686472373439789,-0.03650690125535221,-0.12514113294850082,-0.5612339579442527,0.08488150248678962,0.036686123587593815,-0.07501238961780872,0.005275645141678388
6,-0.010172901987877432,0.006582370723550039,2.901426525386673,-0.11335546632765595,-0.17066096412684112,-0.20541657467623708,0.08173554410527098,-0.0310938481409172,-0.13296584656924712,-0.34791751914485375
7,0.015368734943299166,-0.011721277376083961,0.8087568538226148,0.10327900600300778,-0.15749582226103886,0.27190026427438524,0.11379469102466404,0.02072938500021077,-0.1282709566347532,-0.03568090461162003
8,0.05062887079943908,0.1566123285521118,0.6293087992997679,-0.12880476454026113,-0.22541715039877314,-0.3168539357198892,-0.04723470758556875,-0.03418599727715529,-0.14106947811738668,-0.1086634959713668
9,0.10407411028855283,-0.09993607020339726,0.5600068263369146,-0.07426228670255405,-0.13604883884238936,0.39789900502313436,-0.13909481439913615,-0.0623322593049225,0.0851026341091257,0.04361004991650923
10,-0.06936046091920814,-0.07834142460135447,0.7960223695666154,-0.032101016558094324,0.15370187968384189,0.7885007124801663,0.18276803203618294,0.1867159936164072,-0.24145644501390592,0.040364881263868696
11,0.0632889431518323,0.04404496063551131,4.014592661877218,-0.1020082123638697,0.2826157528863943,-1.7510382120735637,-0.06835403054147084,0.018552048010990238,0.2578695765696804,0.03769651479721147
12,0.1854999117154617,0.1175538440993704,-1.3644586007128499,0.03538451349988258,0.25821138055099174,-1.0780697022959302,0.007127273712353778,-0.03259094944995613,-0.024435532272338786,0.14623640467070745
