date,value,matrix_profile,matrix_profile_index
2017-08-01,22.0,0.24291990930779736,70.0
2017-09-01,22.0,0.25691058315786236,71.0
2017-10-01,22.0,0.2893554219200462,72.0
2017-11-01,22.0,0.369537587920698,73.0
2017-12-01,37.0,2.220446049250313e-16,47.0
2018-01-01,37.0,2.9893669801409083e-16,48.0
2018-02-01,37.0,0.0,49.0
2018-03-01,37.0,0.20947798073356902,69.0
2018-04-01,37.0,0.24291990930779736,70.0
2018-05-01,37.0,0.27997365079841835,71.0
2018-06-01,37.0,0.33502296205323323,72.0
2018-07-01,37.0,0.44893473239236664,73.0
2018-08-01,40.0,0.0,43.0
2018-09-01,40.0,0.5867923748912971,74.0
2018-10-01,40.0,0.4290468867141407,75.0
2018-11-01,40.0,0.3382039574515255,76.0
2018-12-01,40.0,0.2654663020508172,77.0
2019-01-01,40.0,7.665096401009792e-16,36.0
2019-02-01,40.0,0.0,37.0
2019-03-01,40.0,5.117875266520903e-16,56.0
2019-04-01,40.0,7.691850745534255e-16,39.0
2019-05-01,40.0,0.2883635990200401,40.0
2019-06-01,40.0,0.34770001086130103,59.0
2019-07-01,40.0,0.39988569535086316,60.0
2019-08-01,30.0,0.2654663020508172,77.0
2019-09-01,30.0,0.6557989694058338,63.0
2019-10-01,30.0,0.5781509217912534,64.0
2019-11-01,30.0,0.5175136538293076,65.0
2019-12-01,30.0,0.46662021242332213,66.0
2020-01-01,30.0,0.42119501556046085,67.0
2020-02-01,30.0,0.37821504230990255,6.0
2020-03-01,30.0,0.2821952891019044,7.0
2020-04-01,25.0,0.43081351334016416,51.0
2020-05-01,25.0,0.4969889733614713,52.0
2020-06-01,25.0,0.5439935088115151,53.0
2020-07-01,25.0,0.44379058218747786,77.0
2020-08-01,35.0,0.0,61.0
2020-09-01,35.0,0.0,18.0
2020-10-01,35.0,2.9893669801409083e-16,56.0
2020-11-01,35.0,7.691850745534255e-16,20.0
2020-12-01,35.0,0.2883635990200401,21.0
2021-01-01,35.0,0.415932017543397,22.0
2021-02-01,35.0,0.5875725650472987,23.0
2021-03-01,25.0,0.0,12.0
2021-04-01,25.0,0.8563871830181444,25.0
2021-05-01,25.0,0.6938924954698723,26.0
2021-06-01,25.0,0.5935629272759186,27.0
2021-07-01,25.0,2.220446049250313e-16,4.0
2021-08-01,25.0,2.9893669801409083e-16,5.0
2021-09-01,25.0,0.0,6.0
2021-10-01,25.0,0.34013234394448283,7.0
2021-11-01,25.0,0.43081351334016416,32.0
2021-12-01,25.0,0.4969889733614713,33.0
2022-01-01,25.0,0.5439935088115151,34.0
2022-02-01,25.0,0.5691117946653442,35.0
2022-03-01,50.0,0.0,18.0
2022-04-01,50.0,2.9893669801409083e-16,38.0
2022-05-01,50.0,0.2533533439803506,81.0
2022-06-01,50.0,0.3311867365665595,21.0
2022-07-01,50.0,0.34770001086130103,22.0
2022-08-01,50.0,0.39988569535086316,23.0
2022-09-01,35.0,0.0,36.0
2022-10-01,35.0,0.0,18.0
2022-11-01,35.0,0.6557989694058338,25.0
2022-12-01,35.0,0.5781509217912534,26.0
2023-01-01,35.0,0.5175136538293076,27.0
2023-02-01,35.0,0.46662021242332213,28.0
2023-03-01,35.0,0.3777456336844385,5.0
2023-04-01,25.0,0.1647370623920825,6.0
2023-05-01,25.0,0.20947798073356902,7.0
2023-06-01,25.0,0.24291990930779736,0.0
2023-07-01,25.0,0.25691058315786236,1.0
2023-08-01,25.0,0.2893554219200462,2.0
2023-09-01,25.0,0.369537587920698,3.0
2023-10-01,40.0,0.5867923748912971,13.0
2023-11-01,40.0,0.4290468867141407,14.0
2023-12-01,40.0,0.3382039574515255,15.0
2024-01-01,40.0,0.2654663020508172,16.0
2024-02-01,40.0,0.18723319756483287,36.0
2024-03-01,45.0,0.0,18.0
2024-04-01,45.0,0.17059958898167965,19.0
2024-05-01,45.0,0.22631307653505184,39.0
2024-06-01,45.0,,
2024-07-01,45.0,,
2024-08-01,45.0,,
2024-09-01,30.0,,
2024-10-01,30.0,,
2024-11-01,30.0,,
2024-12-01,30.0,,
2025-01-01,30.0,,
2025-02-01,30.0,,
2025-03-01,25.0,,
2025-04-01,25.0,,
