date,raw_residuals,standardized_residuals
2017-08-01,0.08836193135295645,0.025091429645787172
2017-09-01,-2.13909526430578,-0.607694859646601
2017-10-01,-0.7998000682673521,-0.22722171788656514
2017-11-01,-0.031812026110003444,-0.009048141144069785
2017-12-01,-0.0015052559077304295,-0.00043845441513493447
2018-01-01,-0.00014047252264504095,-5.074047135219603e-05
2018-02-01,-0.0005090125987976535,-0.00015543703194095224
2018-03-01,1.4279604956325542,0.40565075365165615
2018-04-01,2.914399456985869,0.8279251733117063
2018-05-01,0.13710517267015376,0.038938633920377524
2018-06-01,0.005933647775115958,0.001674823571551473
2018-07-01,0.0003313196455323464,8.328841863053137e-05
2018-08-01,14.98555759809038,4.257155320790328
2018-09-01,-1.5393853482266167,-0.4373265072548257
2018-10-01,-0.7756578074358913,-0.2203632733443116
2018-11-01,-0.030840141633149187,-0.008772043729974425
2018-12-01,-0.0014661311777359742,-0.0004273396818143526
2019-01-01,-0.00013889749541817764,-5.029303037045066e-05
2019-02-01,-0.0005089491936018931,-0.00015541901950119567
2019-03-01,1.4279604981850156,0.4056507543767711
2019-04-01,2.9143994570886207,0.8279251733408965
2019-05-01,0.13710517267428202,0.0389386339215503
2019-06-01,0.005933647775265172,0.0016748235715938625
2019-07-01,0.0003313196455394518,8.328841863254991e-05
2019-08-01,-10.014442401909605,-2.8449597111581415
2019-09-01,-2.5457994571219444,-0.723233258100847
2019-10-01,-0.8161725817792416,-0.23187289685950793
2019-11-01,-0.03247112725385648,-0.009235381629723108
2019-12-01,-0.001531789055334798,-0.00044599207379277016
2020-01-01,-0.0001415406560028032,-5.1043911591247575e-05
2020-02-01,-0.000509055598172381,-0.0001554492474011769
2020-03-01,1.4279604939015442,0.4056507531599029
2020-04-01,-12.085600543083814,-3.433343845877174
2020-05-01,-0.4667432926698396,-0.13260541658802982
2020-06-01,-0.018375216831003627,-0.005230950537597412
2020-07-01,-0.0006472717268977135,-0.00019471432122029325
2020-08-01,-5.014481796636183,-1.4245478962036389
2020-09-01,-2.344518221239227,-0.6660523584603744
2020-10-01,-0.8080696907533067,-0.22957099029320663
2020-11-01,-0.03214493269980778,-0.009142714779897148
2020-12-01,-0.0015186575832828453,-0.0004422616247906988
2021-01-01,-0.0001410120280596061,-5.089373653278006e-05
2021-02-01,-0.0005090343174245504,-0.00015544320186841454
2021-03-01,-3.5720395052417615,-1.014772252986418
2021-04-01,2.713116635171609,0.7707438231325039
2021-05-01,0.12900221780007115,0.03663670921693697
2021-06-01,0.0056074506509133926,0.0015821559915843771
2021-07-01,0.00031818807001116056,7.955794023444415e-05
2021-08-01,-0.01444293054173329,-0.004113848554999341
2021-09-01,17.856766165155264,5.072821461750758
2021-10-01,0.005164614217662233,0.0014563529800128768
2021-11-01,0.0005930864346126441,0.00015765233253421407
2021-12-01,-0.0002007374091164138,-6.786079759647624e-05
2022-01-01,-8.795708975384287e-05,-3.582164553836166e-05
2022-02-01,-0.0005068985078935384,-0.00015483645126939137
2022-03-01,-3.572039419261408,-1.0147722285607237
2022-04-01,2.713116638632883,0.7707438241157984
2022-05-01,0.12900221793940858,0.03663670925652059
2022-06-01,0.005607450656519575,0.001582155993177007
2022-07-01,0.0003181880702314288,7.955794029701897e-05
2022-08-01,-0.014442930541726184,-0.004113848554997323
2022-09-01,-7.143233834844743,-2.0292935701977175
2022-10-01,-1.0012494946776584,-0.2844503978660065
2022-11-01,-0.03992168790873052,-0.0113519711826601
2022-12-01,-0.0018317230298308118,-0.0005311986973471778
2023-01-01,-0.00015361496735266655,-5.44740375167792e-05
2023-02-01,-0.0005095416684639531,-0.00015558733248615121
2023-03-01,1.4279604743340286,0.405650747601073
2023-04-01,-2.0856005438715286,-0.5924978333215618
2023-05-01,-0.06417764914342428,-0.01824271625863122
2023-06-01,-0.0021693070949453386,-0.0006271011318830238
2023-07-01,5.122521336886621e-06,-9.379161334546149e-06
2023-08-01,-0.014455533485140393,-0.004117428857152077
2023-09-01,-2.1432343421959317,-0.608870707938683
2023-10-01,4.200033306677184,1.1931539528906854
2023-11-01,0.16946408791680057,0.0481313034560078
2023-12-01,0.006597428929886462,0.0018633935762402618
2024-01-01,0.0001857137309784207,4.192402045076975e-05
2024-02-01,-0.0004958814608784223,-0.00015170667786084183
2024-03-01,1.427961024247054,0.40565090382289554
2024-04-01,2.914399478266077,0.8279251793570858
