date,value,matrix_profile,matrix_profile_index
2017-08-01,32.0,0.0,12.0
2017-09-01,32.0,0.30041627094674017,38.0
2017-10-01,32.0,0.21070161804120296,39.0
2017-11-01,32.0,0.16468120466148473,40.0
2017-12-01,32.0,0.0,24.0
2018-01-01,32.0,0.0,25.0
2018-02-01,32.0,0.0,26.0
2018-03-01,32.0,0.0,27.0
2018-04-01,32.0,0.0,28.0
2018-05-01,32.0,0.0,29.0
2018-06-01,32.0,0.0,30.0
2018-07-01,32.0,1.3877787807814457e-16,31.0
2018-08-01,35.0,0.0,0.0
2018-09-01,35.0,1.2814742548776324e-15,32.0
2018-10-01,35.0,4.907847169360822e-16,33.0
2018-11-01,35.0,0.0,34.0
2018-12-01,35.0,3.737567639961684e-16,35.0
2019-01-01,35.0,4.47545209131181e-16,36.0
2019-02-01,35.0,0.0,37.0
2019-03-01,35.0,1.4332917616497527e-16,56.0
2019-04-01,35.0,0.2654663020508173,81.0
2019-05-01,35.0,0.5858039440298878,57.0
2019-06-01,35.0,0.5930586537254154,58.0
2019-07-01,35.0,0.5903580477581739,59.0
2019-08-01,15.0,0.0,4.0
2019-09-01,15.0,0.0,5.0
2019-10-01,15.0,0.0,6.0
2019-11-01,15.0,0.0,7.0
2019-12-01,15.0,0.0,8.0
2020-01-01,15.0,0.0,9.0
2020-02-01,15.0,0.0,10.0
2020-03-01,15.0,1.3877787807814457e-16,11.0
2020-04-01,30.0,1.2814742548776324e-15,13.0
2020-05-01,30.0,4.907847169360822e-16,14.0
2020-06-01,30.0,0.0,15.0
2020-07-01,30.0,3.737567639961684e-16,16.0
2020-08-01,30.0,4.47545209131181e-16,17.0
2020-09-01,30.0,0.0,18.0
2020-10-01,30.0,0.30041627094674017,1.0
2020-11-01,30.0,0.21070161804120296,2.0
2020-12-01,30.0,0.16468120466148473,3.0
2021-01-01,30.0,0.12961164155876015,4.0
2021-02-01,30.0,0.0922587829191493,5.0
2021-03-01,25.0,2.220446049250313e-16,6.0
2021-04-01,25.0,0.27901805559088194,74.0
2021-05-01,25.0,0.37821504230990244,75.0
2021-06-01,25.0,0.4369575866527759,76.0
2021-07-01,25.0,0.45950584109472226,77.0
2021-08-01,25.0,0.42113566254648366,78.0
2021-09-01,55.00000000000001,4.440892098500626e-16,18.0
2021-10-01,55.00000000000001,0.43929966331593917,19.0
2021-11-01,55.00000000000001,0.5338671637916229,20.0
2021-12-01,55.00000000000001,0.6058108930553726,15.0
2022-01-01,55.00000000000001,0.5338671637916231,16.0
2022-02-01,55.00000000000001,0.43929966331593934,36.0
2022-03-01,40.0,0.0,18.0
2022-04-01,40.0,1.4332917616497527e-16,19.0
2022-05-01,40.0,0.44379058218747786,81.0
2022-06-01,40.0,0.5858039440298878,21.0
2022-07-01,40.0,0.5903580477581739,23.0
2022-08-01,40.0,0.49797711942218076,41.0
2022-09-01,25.0,0.0,5.0
2022-10-01,25.0,0.0,6.0
2022-11-01,25.0,0.5778509633142251,44.0
2022-12-01,25.0,0.7132235265087952,45.0
2023-01-01,25.0,0.6058108930553726,15.0
2023-02-01,25.0,0.48210389679598775,35.0
2023-03-01,25.0,0.3401323439444828,36.0
2023-04-01,40.0,0.336284543059218,18.0
2023-05-01,40.0,0.46477722559253193,19.0
2023-06-01,40.0,0.5526663824420134,57.0
2023-07-01,40.0,0.6239137754124509,58.0
2023-08-01,40.0,0.6823721998944938,59.0
2023-09-01,40.0,0.7281001688191523,60.0
2023-10-01,15.0,0.27901805559088194,44.0
2023-11-01,15.0,0.37821504230990244,45.0
2023-12-01,15.0,0.4369575866527759,46.0
2024-01-01,15.0,0.45950584109472226,47.0
2024-02-01,15.0,0.42113566254648366,48.0
2024-03-01,30.0,0.0,18.0
2024-04-01,30.0,0.18723319756483284,56.0
2024-05-01,30.0,0.2654663020508173,20.0
2024-06-01,30.0,,
2024-07-01,30.0,,
2024-08-01,30.0,,
2024-09-01,15.0,,
2024-10-01,15.0,,
2024-11-01,15.0,,
2024-12-01,15.0,,
2025-01-01,15.0,,
2025-02-01,15.0,,
2025-03-01,20.0,,
2025-04-01,20.0,,
