lag,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.8986596874169842,0.7577153727613425,0.9731387835274986,0.8388754233056682,0.5648660883008713,0.8346961467142108,0.1687867718025038,0.6536156426250428,0.8833422210128298,0.9608181959617197
2,-0.008562411542955152,0.17143438370278372,-0.1723011819143078,-0.09957313929575339,0.009200359019682903,-0.6775587543130865,0.18949089475920125,-0.02945570568138331,-0.2579394762981956,-0.2296765849275203
3,0.03393978176549049,0.25674444476440444,-0.13028279576229526,-0.12786773493595807,-0.31113328314244687,-0.4595811313608686,-0.007487590127761731,-0.2016004233413668,-0.10005453429385314,0.050794825735912985
4,0.04701762986400435,-0.19471282620558372,-0.09717508133674665,-0.12868153088768058,-0.16565101887250713,0.31591165250086023,0.04962600386922202,0.14469235100532837,0.16478636847257117,0.21778185629911967
5,0.0018094385080408314,-0.06312177843658644,-0.015282522078130507,-0.1475614787485561,-0.28425818359149163,-0.44968820897374256,-0.09219391889516952,-0.03964647755030982,-0.08696991010340262,-0.10530335254702616
6,0.002250705476300862,0.052344937630998845,-0.020920793535768735,-0.030514888162284308,-0.18421197549008525,-0.09501919568672693,0.13012373674334488,0.09724413638336535,0.011041142545136651,0.06799579367392251
7,0.1904008707747835,0.21557942019576481,-0.031152223711317872,0.2451604154562986,-0.0871155475347908,0.48602364464254566,0.0005142081952652559,-0.03926464071036175,0.012230788228058743,0.015450475230893022
8,0.043833548492778956,0.09478231188667716,-0.04263636440889052,0.012005177463060698,0.04376146733110968,-0.19451335679581494,0.043618194126159984,0.09336157977360172,0.015064764560806807,0.02907096628347777
9,0.34166889692500463,0.3167572956728718,-0.053183429564459477,0.09558558207567047,-0.03014770689056461,0.03806195538286376,-0.09481834741962886,-0.1002373184619326,-0.1732909347951507,0.03616850444768027
10,-0.11868215851582078,0.1288179958024086,-0.06548178171034828,-0.05297580763375591,0.20170612714173147,1.0656360518154557,0.1954455187851612,0.22909336409061534,-0.28808197599049845,-0.08503861767580449
11,-0.004896054309292062,-0.08697933151359072,-0.06392035092773743,-0.05756657174533245,0.2225697730579541,4.0920869681740495,-0.03931322564770724,0.09581460872816941,-0.0016517032246698865,0.03793855571109106
12,0.016863913405126132,-0.17434714505560384,-0.060556814452980105,-0.20627596288974423,0.2997128241239873,-1.3115638925936044,0.043291688447175694,0.14659783133628815,-0.006600343366177039,-0.04573647362863044
