lag,acled_events,acled_fatalities,idp_population,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
-12,-0.006611912714490906,-0.07010432695873595,0.4525854046260472,0.13300441232199664,0.11789667201134853,0.2865660785182847,0.43906701452843894,-0.07737595175309199,-0.31289397648907696
-11,0.173085643172309,-0.03265979567720631,0.42365785671719247,0.08748461017427614,0.09049842241816407,0.2821415251997287,0.3895186690236699,-0.005430286886266563,-0.20312798917498412
-10,0.1988527012461237,-0.0019052544740143693,0.38592118228384414,0.05960000521012995,0.07115174554262035,0.30346895574894256,0.32055346883545216,-0.03253169420926114,-0.16366440406889565
-9,0.21649756837384979,-0.0003393388375927902,0.3558638059109721,0.04448545193264537,0.07490681567946311,0.24550120520440807,0.2382377098451982,-0.037960310233102916,-0.1565758367051825
-8,0.16244899886523617,-0.0020760642107157524,0.3336890234494437,0.04926278142086152,0.1100273827134608,0.15356706511341553,0.20705140961807889,-0.06826433061390064,-0.20965364145547877
-7,0.10303364758638198,-0.2158653133011765,0.34791877807673693,0.09713921874696449,0.12438129539948456,0.1739207217694799,0.20827921059375906,-0.1582657568150039,-0.32912909941147783
-6,0.14597256105012105,-0.19187798101256706,0.3607799619842736,0.11847362035206227,0.12425771432294838,0.2085816723820973,0.2430907105890212,-0.22504182931829939,-0.42497925262004177
-5,0.10962385492431331,-0.2702027976454457,0.37180739793788264,0.08589948517438266,0.128111184893762,0.1948222318907843,0.27468026363464515,-0.31381065946371556,-0.5313473068843357
-4,0.09911191797591204,-0.2777370618981431,0.38014324442143793,0.0954061893381488,0.1374873191094539,0.24593685932767606,0.32228716438007965,-0.38597420136955796,-0.5917588358424185
-3,0.15998839854147423,-0.07986718563479875,0.387808422552903,0.1198567907322983,0.13926609814447866,0.30659594812710056,0.3250976225725899,-0.422266153936242,-0.564359445645311
-2,0.1671974689869283,-0.04210674004190072,0.3940279854165564,0.11860149957677321,0.109746973863203,0.2983396451626841,0.2709694625979229,-0.44916028045701606,-0.5248628933842171
-1,0.1840472184754171,0.04997290798952541,0.3906464612062752,0.09817006280419373,0.09336766625056744,0.24958185155881168,0.24001702593988491,-0.41756375446371863,-0.4645450049958118
0,0.0652005318872883,0.04589505593791741,0.3871688394272982,0.05485213529478099,0.07886214800497592,0.1924240089353142,0.2077026037196519,-0.390680246626936,-0.4262647282073917
1,-0.038065981491075276,0.05208612976309089,0.39089218420126526,0.07688573243132274,0.09649463564121517,0.20452844249932278,0.26256238833508155,-0.3603084206410874,-0.39638874939592705
2,0.00434806575197585,0.07167336502869631,0.4066841661887859,0.0685192649183314,0.12338825788971595,0.1740662566553294,0.2769056152885844,-0.24441911657564755,-0.32328709437222203
3,0.013803013464968027,0.09267352802908252,0.4189916834474286,0.0998114441650498,0.16255485569671077,0.17313838279986354,0.27685669220850173,-0.19581749535689771,-0.3191591947766564
4,-0.06156647632629001,-0.05521687995413841,0.4227628201153179,0.1450858817368676,0.18983199501704542,0.18060266003629216,0.28844655552722004,-0.20320876777543717,-0.3491189551644787
5,-0.08069426685566422,-0.05938851855120812,0.4118073165921637,0.16808105476043825,0.17077294952920594,0.1937312774970917,0.26799701892389416,-0.23144994696387342,-0.34745016873795775
6,-0.07444574564001513,-0.11246460259592049,0.3869927301533802,0.1691033168301198,0.1196163272584467,0.20193177733811116,0.21673146540247248,-0.29212574936685237,-0.34843292263515224
7,-0.10331552478491642,-0.10688052882726705,0.3475326785215109,0.09659909132903856,0.07126615094814913,0.13621280033617603,0.17318772050377065,-0.32470734227333015,-0.328459544465249
8,-0.17403645280190394,-0.13904992526444357,0.29196039831817283,0.037841398709073944,0.04849430660519463,0.07384560359909922,0.11963120937354138,-0.33579940268302483,-0.28029858356781817
9,-0.19534865520502967,-0.14746496911403079,0.22868140921234373,0.046363062309402195,0.03055619421447421,0.12482194412339916,0.11467860507298866,-0.289464536529725,-0.1712687297875255
10,-0.044044418704975,0.04848418733821797,0.17864388315713273,0.03891624409424018,-0.006209851976892478,0.10464511364981367,0.06343041811438183,-0.21159761316712264,-0.05461374813596763
11,-0.03569121796566332,0.05527944385870592,0.14044879598873058,-0.00792306752620503,-0.03334709171279205,0.0460370117526814,0.03572828257653931,-0.1905640260362566,-0.009493481991512795
12,0.008596407717121843,0.14743901526234862,0.1337638188425494,-0.04644468639816521,-0.0686145972171743,-0.0030157475060872923,0.013416025597514532,-0.14958343419383222,0.014824513200320698
