lag,acled_events,acled_fatalities,idp_population,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
-12,-0.15808842962436923,-0.07727071651252065,-0.2585094332441791,-0.005244677741583609,0.19896233283560227,0.015701511629225926,0.0862198534936606,-0.46649000805762214,-0.35673707790077136
-11,-0.15919901792321256,-0.14747873795046948,-0.19742064460388575,0.19916994140508498,0.29791918931703093,0.016446330252837343,-0.05504754744717973,-0.4497283213797491,-0.3304187964031618
-10,-0.18112339947038217,-0.23553805647706672,-0.1378306086097283,0.24248666590272758,0.22627616921260077,0.044326382233058785,-0.15354940052184146,-0.42896189483791475,-0.2732899398946871
-9,-0.2244653444598124,-0.25686346018575834,-0.07357193843232465,0.15286274921653364,0.08868492076157217,-0.13080512084105692,-0.22392864983288202,-0.4085259102518031,-0.19987096956142317
-8,-0.2524572099639121,-0.271240298162104,-0.012638681047621066,0.09233731136101657,-0.0016799595363361983,-0.16308152249501823,-0.2053063718643511,-0.39382965553421734,-0.1452775279307329
-7,-0.2625740537635273,-0.2756815214666883,0.05210032820523568,-0.033145764941134,-0.07720458861022327,-0.17845050497392612,-0.15776982257244127,-0.39161284065176927,-0.10189162543479405
-6,-0.3059039311687832,-0.3016579504489474,0.11593056952580119,-0.04871551104252509,-0.11130631636596561,-0.09363653671259102,-0.06774676048841924,-0.3690346931816257,-0.035642931530707814
-5,-0.32419911548950253,-0.23878472490873898,0.1789503888440068,-0.0809116786501788,-0.18306906719854774,-0.006577115900985474,-0.053526163567012314,-0.3106733215088097,0.05747999324623836
-4,-0.3128314019277951,-0.22478039452810752,0.2422305285502413,-0.13992826871826347,-0.24647240692297587,0.029543447770583257,-0.05439193132983502,-0.24432305365421028,0.155635058329417
-3,-0.2734470090035695,-0.11777788798934984,0.3004834949778529,-0.24998755160958475,-0.24665727221208333,-0.05733426136642983,-0.044309373139533835,-0.16440502566386778,0.2536594224357081
-2,-0.2226659876329176,-0.06713815975953519,0.337530159314333,-0.1933621919022027,-0.11195858797639763,0.09325397860332588,0.1300778196239535,-0.13069716397478318,0.28817746074669426
-1,-0.25079221332648244,-0.10156257844749665,0.347232901009148,-0.11590790105697107,0.04930240719050845,0.11842657338703534,0.15509010332550396,-0.11917924575598868,0.3046461942477681
0,-0.20268031613136572,-0.09015661384818446,0.3651186958608191,0.08100063670235072,0.20194633276113413,0.17153961312953622,0.10070425747269668,-0.12927200906994285,0.30745827139227644
1,-0.25877998084301274,-0.19653966256824656,0.3998338738643844,0.1599594118371544,0.27067384287931245,0.11902830538431523,0.06880318427281835,-0.11587505531953365,0.2851946004045935
2,-0.18906209764792575,-0.20507729410184036,0.4348180046341488,0.21635542619677148,0.2654811700599859,0.05458538578986874,-0.010082468535994768,-0.08246478647751086,0.2787273561329747
3,-0.18625496750108694,-0.2697782847171958,0.46517679894379366,0.24909696014334046,0.21057789371706587,0.09272729336643994,0.006476122411748989,-0.027324068050575426,0.2923258871056456
4,-0.20664669921115603,-0.29138576192869353,0.4872584936976267,0.14300726098499686,0.07038022636768021,0.009376421857092504,-0.010315727188551293,0.012151830261706988,0.2969318746415725
5,-0.18959832005935864,-0.2791805955085756,0.4970782346761046,0.08700609670173111,-0.0732625297446649,0.04351982664021904,-0.04638532808555063,0.03844449001572943,0.31935708759845705
6,-0.15944815161112275,-0.21233855825516454,0.5042545404987465,-0.07635534737815684,-0.2230785873268503,-0.008586309381362301,-0.1199697936306182,0.06681750686864961,0.34180633298463914
7,-0.11553360473855948,-0.10030149709450482,0.507388111273897,-0.20671272196089108,-0.3337375583725638,-0.13543743546039025,-0.2025460907581497,0.09386859170473363,0.35746390506978665
8,-0.09335347611220203,-0.07161889288259471,0.5064703605611947,-0.27717930191958295,-0.40205947824255,-0.15466373067782271,-0.2162992015975883,0.11178260346662415,0.3662438007487074
9,-0.031283284845484156,0.009732386527886942,0.5119577177293098,-0.3442078613572726,-0.4101411188907258,-0.19674456864544404,-0.30450778567875997,0.13463127942193517,0.35561628164353487
10,0.046085962999542186,0.06650194302704954,0.5073653423157344,-0.3704854292879933,-0.30684200592176475,-0.33542418565976795,-0.4522388084540939,0.1808966903330379,0.33747986813283254
11,0.002971228431454685,-0.049751874647330475,0.49422935792324646,-0.2942135352603888,-0.15125423819762615,-0.3276921542463471,-0.40799438705545954,0.21919134001149573,0.3145089739064606
12,-0.007658344733025323,-0.09063402972339896,0.47235973559528177,-0.09402055793301854,0.01993279904654559,-0.24641208582730714,-0.41143794496545333,0.2576334455393231,0.29429245642925944
