label,order,seasonal,aic,bic
"ARIMA(1, 0, 1)x(0, 0, 0, 0)","(1, 0, 1)","(0, 0, 0, 0)",482.71856783293254,489.8269113903336
"ARIMA(1, 1, 1)x(0, 0, 0, 0)","(1, 1, 1)","(0, 0, 0, 0)",477.90498445096546,484.97511093103424
"ARIMA(1, 1, 1)x(1, 0, 0, 12)","(1, 1, 1)","(1, 0, 0, 12)",409.5741365500871,418.39290702765095
"ARIMA(1, 1, 1)x(1, 1, 1, 12)","(1, 1, 1)","(1, 1, 1, 12)",327.8470362436828,337.7919564765042
"ARIMA(2, 1, 1)x(1, 1, 1, 12)","(2, 1, 1)","(1, 1, 1, 12)",329.83034547730796,341.76424975669363
"ARIMA(1, 1, 2)x(1, 1, 1, 12)","(1, 1, 2)","(1, 1, 1, 12)",321.63905117435854,333.4608026556713
