lag,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.6180385472847238,0.5287541461922354,1.001423418417619,0.848155238705543,0.5834066859131118,0.8206513278008741,0.15436181545725064,0.5804123812132376,0.9177856545947104,0.9531575252552578
2,0.28222064780344985,0.17083243414165664,4.646900929070437,-0.09405204694505137,-0.16446678580210675,-0.734967782254876,0.08161769838165886,0.19768090801252022,-0.26958675802663007,-0.30949339511878343
3,0.13213746881589514,0.001092511402498244,-1.2307582699702717,-0.09392388569741102,-0.2072004329038351,-0.18489164978757694,0.20312186968576756,0.06336341877855008,0.044169620662008274,-0.007149202766432715
4,0.02084262462380311,0.09129063186408976,-0.6483559706752308,-0.11404944932016116,-0.14102916278923883,0.1351336911647955,0.17027497074781944,0.13937022814227779,0.020556532836899316,0.1844156455421779
5,-0.17670509070160784,-0.06303843157138651,-0.5592603460593081,0.07235740430821157,-0.31888014061298253,-0.5441854806309238,0.014917984877588922,0.04700289904467731,0.05197367374525643,0.07847111400474269
6,0.06069601621431911,-0.04197025684741078,-0.6348279046815813,-0.10339365991035245,-0.20300040583727014,-0.02319072747956322,0.1116047029116361,0.0909606852170751,-0.09848160838946254,-0.07444526737793371
7,0.12280460817052528,0.005767245468338171,-1.1155860965700093,0.024057617513954747,-0.1337185709196925,0.20668311192848018,0.03968744710278376,-0.02677730027701383,-0.04661492949057448,-0.20195228666851178
8,0.19005546466646908,0.15947919650683265,7.99183494572516,0.0339213826847276,-0.12933729266435487,-0.1571793842419847,0.06256520608351572,0.011207316405309692,-0.1319787030973375,0.09368467609095263
9,-0.008912595772564197,0.1313551728709419,0.9009925386865003,0.09527424180600176,-0.04828583176213539,0.447995908265086,-0.11393836765678535,-0.18201216426482839,-0.37090038459305935,-0.08366317294176946
10,0.17099965927703775,0.24785986719315464,0.5095123505039243,-0.05957434592818425,0.15319652027606284,0.5769403296733306,0.061181258515259074,0.16251410726119198,-0.06910760369838123,0.07408205377830511
11,0.03100872430009264,-0.020567117203161882,0.415132533723036,-0.012114803922359554,0.38787491688164144,-0.26360652067539253,-0.08888266903479446,-0.09887693528410868,-0.07588204432529841,0.014225006065432007
12,-0.03343369341726347,-0.043829411809901485,0.4805318134072918,-0.1625268003185969,0.3162249114369644,0.11862875478992826,-0.11058932692560959,-0.03784288840927203,-0.23088103200953797,-0.18562821370670635
