date,ipc_actual,rf_fitted,ridge_fitted
2017-08-01,30.029411764705884,31.647450980392193,38.41464955876125
2017-09-01,30.029411764705884,32.534901960784374,38.450852866651076
2017-10-01,30.029411764705884,31.740196078431424,35.47282132012543
2017-11-01,30.029411764705884,31.273137254902018,37.01992286862549
2017-12-01,31.264705882352942,31.43039215686284,36.682204442471566
2018-01-01,31.264705882352942,31.824901960784402,34.681327555970306
2018-02-01,31.264705882352942,31.710784313725597,34.31319838682331
2018-03-01,31.264705882352942,31.944901960784417,35.053687564765895
2018-04-01,31.264705882352942,32.080588235294215,37.481974690936816
2018-05-01,31.264705882352942,32.88098039215697,36.555081121232774
2018-06-01,31.264705882352942,33.050392156862834,35.354301098398466
2018-07-01,31.264705882352942,33.41568627450989,33.59733680424351
2018-08-01,42.38235294117647,38.43196078431381,33.45586679158735
2018-09-01,42.38235294117647,40.20294117647066,35.91068470360274
2018-10-01,42.38235294117647,41.56803921568635,39.36016096332446
2018-11-01,42.38235294117647,41.43333333333341,35.8108557613826
2018-12-01,42.38235294117647,40.30529411764713,37.030327571181154
2019-01-01,42.38235294117647,39.822745098039306,36.56946601438584
2019-02-01,42.38235294117647,39.941568627451026,36.95644143827276
2019-03-01,42.38235294117647,40.56176470588242,36.93694807754285
2019-04-01,42.38235294117647,40.43176470588242,39.311725548319124
2019-05-01,42.38235294117647,41.35921568627458,38.36866248053174
2019-06-01,42.38235294117647,41.560196078431446,40.38923653865239
2019-07-01,42.38235294117647,39.034313725490264,34.941694825234755
2019-08-01,34.55882352941177,35.94117647058822,34.42453813532269
2019-09-01,34.55882352941177,35.56431372549018,32.280940309306374
2019-10-01,34.55882352941177,34.84078431372546,34.88618243849961
2019-11-01,34.55882352941177,36.370392156862735,37.56003695606205
2019-12-01,34.55882352941177,35.254901960784295,35.47793021688369
2020-01-01,34.55882352941177,35.83745098039214,36.901242857627075
2020-02-01,34.55882352941177,34.64352941176471,35.41780447898881
2020-03-01,34.55882352941177,35.66745098039215,37.11396188746473
2020-04-01,35.73529411764706,35.597450980392104,36.27171590485325
2020-05-01,35.73529411764706,36.176470588235205,37.691079846484755
2020-06-01,35.73529411764706,36.42411764705876,38.00848696531588
2020-07-01,35.73529411764706,36.406274509803865,34.08737680650773
2020-08-01,35.88235294117647,35.649607843137325,33.56263748003415
2020-09-01,35.88235294117647,35.74215686274517,33.633730391116764
2020-10-01,35.88235294117647,35.752156862745174,31.79804750559693
2020-11-01,35.88235294117647,36.16313725490201,35.10955762971313
2020-12-01,35.88235294117647,35.82588235294126,34.103850765741946
2021-01-01,35.88235294117647,34.60882352941184,30.633538230421294
2021-02-01,35.88235294117647,35.29313725490203,29.916115014477313
2021-03-01,33.8235294117647,33.92862745098046,33.81646769271014
2021-04-01,33.8235294117647,34.169215686274576,36.069943849924876
2021-05-01,33.8235294117647,34.581568627451055,37.67580714569869
2021-06-01,33.8235294117647,34.840392156862826,36.407411549387454
2021-07-01,33.8235294117647,35.13156862745105,37.17791670107907
2021-08-01,33.8235294117647,38.610784313725524,39.14002639580659
2021-09-01,47.05882352941177,44.46490196078428,41.728254195730614
2021-10-01,47.05882352941177,46.26999999999996,41.81714651227793
2021-11-01,47.05882352941177,46.582549019607804,40.57080208122151
2021-12-01,47.05882352941177,46.65980392156857,44.32876053893641
2022-01-01,47.05882352941177,46.798039215686224,44.7281817250916
2022-02-01,47.05882352941177,46.6603921568627,40.79076320245638
2022-03-01,46.61764705882353,46.42058823529405,41.042875762692105
2022-04-01,46.61764705882353,45.765882352941105,41.458513511023995
2022-05-01,46.61764705882353,46.52705882352932,42.14701443634592
2022-06-01,46.61764705882353,46.46372549019599,43.75102160383997
2022-07-01,46.61764705882353,45.87843137254893,43.82610252605329
2022-08-01,46.61764705882353,44.617647058823415,44.83192674318708
2022-09-01,40.73529411764706,41.31666666666654,44.68648330499812
2022-10-01,40.73529411764706,41.40490196078418,42.89845312622627
2022-11-01,40.73529411764706,40.81372549019594,44.162412512032574
2022-12-01,40.73529411764706,40.81960784313712,43.59273708691062
2023-01-01,40.73529411764706,40.777450980392025,43.074635670120145
2023-02-01,40.73529411764706,40.89509803921555,41.72698182126696
2023-03-01,40.73529411764706,39.81450980392151,39.3752455545221
2023-04-01,40.14705882352941,36.760000000000005,38.065022529075875
2023-05-01,40.14705882352941,38.94000000000005,37.91938257723291
2023-06-01,40.14705882352941,37.316666666666706,37.03857068234082
2023-07-01,40.14705882352941,38.48333333333338,36.572458903193365
2023-08-01,40.14705882352941,39.4519607843138,34.71071282605211
2023-09-01,40.14705882352941,39.016666666666715,34.178694983637186
2023-10-01,31.470588235294116,33.18725490196076,33.47343793621142
2023-11-01,31.470588235294116,30.989215686274488,29.987250976519753
2023-12-01,31.470588235294116,30.873529411764686,28.422085864792752
2024-01-01,31.470588235294116,32.54999999999996,27.575481902272266
2024-02-01,31.470588235294116,32.087254901960755,29.552320311343934
2024-03-01,35.294117647058826,34.429607843137255,31.911461252978327
2024-04-01,35.294117647058826,35.076274509803916,36.030235425783694
2024-05-01,35.294117647058826,35.00862745098039,35.66111954923304
2024-06-01,35.294117647058826,35.029803921568615,35.95737970594035
2024-07-01,35.294117647058826,34.788431372549006,34.36917459211834
2024-08-01,35.294117647058826,33.863725490196074,34.74249106029318
2024-09-01,26.176470588235293,28.33745098039211,34.332977419521725
2024-10-01,26.176470588235293,28.644117647058792,34.22339788366213
2024-11-01,26.176470588235293,29.233725490196036,35.19877896978388
2024-12-01,26.176470588235293,26.995882352941123,35.035129768014414
2025-01-01,26.176470588235293,27.73235294117642,36.784199666062655
2025-02-01,26.176470588235293,27.249999999999947,34.78778956015182
2025-03-01,27.941176470588236,28.53294117647062,34.1253876807229
2025-04-01,27.941176470588236,28.539803921568662,34.020969910079046
