date,acled_events,acled_fatalities,idp_population,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,ipc_phase_3plus_pct
2020-05-01,714,2459.0,0.0,1.006176470588235,-2.0133823529411767,38.998274394117644,230.0364511764706,152.33398544117648,163.19539426470584,35.73529411764706
2020-06-01,802,2743.0,759326.9066325604,1.0150000000000001,-1.543235294117647,5.7102435526529405,140.44282867647058,97.97444649999998,176.2508988235294,35.73529411764706
2020-07-01,1005,3846.0,0.0,1.0254411764705882,-0.9686764705882349,8.740972303064709,53.44949114705882,101.90462929411765,141.23396132352943,35.73529411764706
2020-08-01,1016,3159.0,0.0,1.0260294117647057,-0.05838235294117644,4.719939039294117,19.171154528941177,96.0085877647059,97.4654601764706,35.88235294117647
2020-09-01,1014,3352.0,0.0,1.0275,-0.23573529411764696,6.013492227014704,19.474403136088235,104.06169217647059,101.04070305882351,35.88235294117647
2020-10-01,1252,3710.0,0.0,1.0255882352941175,-0.2536764705882353,4.945364508823529,15.678795655882345,76.51005599999999,83.2394037647059,35.88235294117647
2020-11-01,1140,3638.0,0.0,1.0254411764705882,-0.2926470588235293,37.90012958529411,48.858987352941185,166.23914311764702,135.72544020588234,35.88235294117647
2020-12-01,1044,3118.0,763713.2545532841,1.0147058823529411,-1.068970588235294,26.316261829411765,69.16175529411765,90.05452514705883,115.64200876470589,35.88235294117647
2021-01-01,1168,3196.0,0.0,1.0066176470588233,-1.3463235294117646,12.172459432352941,76.3888509117647,40.51071988235294,86.84561844117647,35.88235294117647
2021-02-01,1158,2823.0,0.0,1.0175000000000003,-0.4613235294117648,21.184519411764715,59.67324097058824,39.5014075,47.85721197058823,35.88235294117647
2021-03-01,1150,2536.0,749452.3830179624,1.0311764705882356,0.862794117647059,94.46652914705882,127.82350729411765,129.60171726470588,74.16057761764706,33.8235294117647
2021-04-01,1388,3741.0,0.0,1.0433823529411765,4.182352941176471,35.988128808823525,151.63917879411767,73.89084894117647,81.47724241176469,33.8235294117647
2021-05-01,1532,6695.0,0.0,1.05,4.559558823529411,26.465950735294125,156.92061094117645,115.92260679411766,106.95350573529414,33.8235294117647
2021-06-01,1671,8791.0,809449.4280387913,1.0560294117647056,4.249117647058823,5.014661951770589,67.46874214705883,93.96837973529409,86.88611649999999,33.8235294117647
2021-07-01,1137,9043.0,0.0,1.0744117647058826,5.016764705882354,14.478219392535292,45.95883220000001,125.19534364705885,121.20545647058822,33.8235294117647
2021-08-01,714,6079.0,0.0,1.0891176470588237,6.553235294117647,5.444917675752941,24.93779767511765,97.7680193235294,109.76925644117651,33.8235294117647
2021-09-01,238,406.0,0.0,1.0841176470588234,6.071176470588235,4.955814923985294,24.878951114911764,100.72971020588237,114.61320426470589,47.05882352941177
2021-10-01,242,676.0,0.0,1.0923529411764703,6.948088235294117,9.519649400000002,19.920381699999997,104.17548852941178,97.70639464705881,47.05882352941177
2021-11-01,279,390.0,0.0,1.0969117647058824,7.5170588235294105,11.513316411764704,25.988780823529407,64.36432182352941,78.07384541176471,47.05882352941177
2021-12-01,304,266.0,871522.4003706771,1.104705882352941,9.214852941176474,24.853041961764706,45.88600770588235,88.60366314705878,80.30039849999999,47.05882352941177
2022-01-01,417,443.0,0.0,1.0976470588235294,9.455441176470588,60.82000544117647,97.18636461764704,156.56727202941175,113.20216670588236,47.05882352941177
2022-02-01,369,369.0,0.0,1.091764705882353,7.429264705882353,31.130650999999997,116.80369985294118,52.622296794117645,91.21278802941177,47.05882352941177
2022-03-01,362,299.0,0.0,1.1055882352941178,7.450294117647057,50.94211791176471,142.89277444117644,77.84978270588233,86.6743139411765,46.61764705882353
2022-04-01,427,840.0,891366.1013237963,1.1111764705882354,6.9676470588235295,23.99017352058823,106.06294314705886,56.03247711764707,60.2110925882353,46.61764705882353
2022-05-01,421,543.0,0.0,1.131029411764706,8.068676470588237,20.781649188235303,95.71394049999998,89.17894714705885,69.99416770588236,46.61764705882353
2022-06-01,381,666.0,0.0,1.1520588235294118,9.230735294117649,7.282619439270589,52.05444173529412,108.34186379411763,68.16899385294118,46.61764705882353
2022-07-01,297,455.0,0.0,1.1567647058823531,8.231323529411766,12.438453219388235,40.50272185588237,120.93774679411763,101.97208691176469,46.61764705882353
2022-08-01,359,514.0,0.0,1.1754411764705883,8.324264705882353,14.651840293323527,34.37291210282353,137.4415836764706,131.43644714705883,46.61764705882353
2022-09-01,325,593.0,0.0,1.1780882352941175,9.314705882352944,3.557559634897059,30.647853310588236,95.18858491176469,127.42726264705885,40.73529411764706
2022-10-01,296,398.0,0.0,1.1763235294117649,8.396617647058822,6.343538750000001,24.552938911764706,84.65871394117647,105.95774055882353,40.73529411764706
2022-11-01,216,207.0,0.0,1.1874999999999998,9.107205882352943,26.835550858823527,36.736648626470576,122.6985834411765,105.02647497058824,40.73529411764706
2022-12-01,210,182.0,980180.15727865,1.184852941176471,8.124264705882352,18.275789408823524,51.45487879411765,66.99927041176471,87.03244000000001,40.73529411764706
2023-01-01,209,202.0,0.0,1.1879411764705885,9.096470588235293,32.626706794117645,77.73804676470587,89.612169,89.86623764705884,40.73529411764706
2023-02-01,177,117.0,0.0,1.176323529411765,8.636176470588236,52.33372558823528,103.23622164705881,83.06235117647057,79.82260458823532,40.73529411764706
2023-03-01,195,188.0,0.0,1.1575,5.3447058823529385,46.393842411764716,131.35427455882353,78.38385847058824,80.3329216764706,40.73529411764706
2023-04-01,169,138.0,0.0,1.1494117647058828,4.03235294117647,17.362302032352943,116.08987023529414,45.63760447058824,67.94871817647059,40.14705882352941
2023-05-01,170,142.0,0.0,1.158235294117647,2.86,20.76213292058824,84.51827869117649,92.26103655882355,67.60567226470589,40.14705882352941
2023-06-01,104,91.0,0.0,1.1650000000000003,1.570588235294117,5.5850640800882365,43.709498235294106,98.41031938235295,61.114370117647056,40.14705882352941
2023-07-01,156,73.0,0.0,1.1579411764705885,0.46426470588235297,9.19090600341765,35.53810267941176,103.92243473529413,91.63541364705883,40.14705882352941
2023-08-01,194,187.0,0.0,1.1579411764705885,-1.2092647058823527,3.9213752763411756,18.69734566058824,92.3423519117647,96.77145161764706,40.14705882352941
2023-09-01,157,141.0,0.0,1.1544117647058822,-1.8872058823529414,3.1882811332205883,16.30056261373529,92.46868235294119,96.63795652941177,40.14705882352941
2023-10-01,114,141.0,0.0,1.145441176470588,-2.4941176470588236,7.991415608823528,15.101071947058823,96.99445123529412,91.28264944117646,31.470588235294116
2023-11-01,129,114.0,0.0,1.1166176470588234,-5.788088235294117,16.669944814705882,27.849641750000014,87.9403630882353,89.8533933235294,31.470588235294116
2023-12-01,96,80.0,0.0,1.1058823529411768,-6.409411764705881,15.333946214705884,39.99530644117647,60.37698185294118,72.39178002941176,31.470588235294116
2024-01-01,175,144.0,0.0,1.1016176470588235,-6.77514705882353,18.93025330882353,50.934143999999996,56.606805058823525,61.026673941176476,31.470588235294116
2024-02-01,124,73.0,0.0,1.1075000000000002,-5.293088235294118,68.47265894117648,102.73685970588235,107.98133664705881,80.0551847647059,31.470588235294116
2024-03-01,121,150.0,0.0,1.1058823529411765,-3.943382352941176,73.33655508823529,160.73946620588234,111.23214088235292,96.30563964705881,35.294117647058826
2024-04-01,107,117.0,0.0,1.108529411764706,-3.173088235294118,91.2425550882353,233.05176791176464,179.81439747058823,130.26241102941177,35.294117647058826
2024-05-01,140,159.0,0.0,1.11,-3.8049999999999984,22.94141285294117,187.52052617647064,104.9224023235294,136.62476161764704,35.294117647058826
2024-06-01,125,129.0,0.0,1.1161764705882353,-3.7077941176470604,6.7012819070647085,120.8852475882353,105.31261252941177,156.08582844117646,35.294117647058826
2024-07-01,203,162.0,0.0,1.123235294117647,-2.659411764705883,10.31171904659412,39.95441371764704,109.0880153235294,111.8740065,35.294117647058826
2024-08-01,161,127.0,0.0,1.1286764705882355,-2.188235294117647,7.939128207735291,24.952128910735293,109.85636658823528,111.29690388235296,35.294117647058826
2024-09-01,143,199.0,0.0,1.1232352941176473,-2.2397058823529403,3.5763113170147056,21.82715847179411,95.67691858823528,109.33795597058823,26.176470588235293
2024-10-01,147,149.0,0.0,1.1141176470588237,-2.2729411764705887,9.185792641176471,20.70123143529412,103.30014532352939,107.00266755882353,26.176470588235293
2024-11-01,168,143.0,0.0,1.1136764705882352,0.10558823529411816,17.649960629411765,30.412064867647057,89.25482129411766,91.44249870588234,26.176470588235293
2024-12-01,139,218.0,0.0,1.1120588235294118,0.9379411764705884,17.00689000882353,43.842643058823526,64.96007267647057,76.8220611470588,26.176470588235293
2025-01-01,156,88.0,430314.3798535734,1.1183823529411763,1.7814705882352941,29.043061426470587,63.69991211764706,79.17311749999998,73.56120770588234,26.176470588235293
2025-02-01,155,157.0,0.0,1.1130882352941174,0.7266176470588236,55.566725529411784,101.6166760882353,90.27518799999999,78.92556470588232,26.176470588235293
2025-03-01,84,109.0,0.0,1.0970588235294119,-0.44499999999999995,48.33301785294117,132.94280267647062,72.06212897058825,79.11890652941176,27.941176470588236
2025-04-01,77,67.0,0.0,1.0958823529411765,-0.9441176470588232,23.025063782352944,126.9248080882353,52.09493664705883,71.75488699999997,27.941176470588236
