,rf_projected,ridge_projected
2025-05-01,19.273333333333333,29.922305460640263
2025-06-01,19.233333333333334,28.715592088948554
2025-07-01,20.433333333333334,29.359099833109408
2025-08-01,19.6,29.289289608529476
2025-09-01,21.366666666666667,29.161962977082364
2025-10-01,21.566666666666666,29.275700313953124
2025-11-01,22.6,29.97260986718793
2025-12-01,20.233333333333334,28.25892726644111
2026-01-01,20.866666666666667,27.968984063947623
2026-02-01,19.833333333333332,28.371716793384724
2026-03-01,20.566666666666666,28.988515077246657
2026-04-01,20.42,30.860015460544847
