,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.1257120459279317,6.289973034152638,24.124132719400286,101.10383211478627,85.66911862257321,69.74527327447431,0.6991492722210653,0.7858011087744298,17179.333439963557
2025-06-01,1.1544625092555407,7.559928949810609,0.0,28.45019313104683,71.40855005205755,72.39717592099818,0.4891887234964116,0.24500166488274355,17179.333528843126
2025-07-01,1.1632108298046242,6.867367298086881,0.0,0.0,94.43407722735573,70.83425176925721,0.2792281747717579,0.0,17179.3336177227
2025-08-01,1.1769678369456757,6.997358161357825,0.0,0.0,86.61928608915987,72.00989814971007,0.06926762604710424,0.0,17179.33370660227
2025-09-01,1.1532246515534013,6.764858774954651,0.0,0.0,55.331011228130826,63.09771864896713,0.0,0.0,17179.333795481838
2025-10-01,1.1307253833227247,6.396107531674441,3.09733395797517,0.0,88.89119138403996,62.058477464548844,0.0,0.0,17179.333884361407
2025-11-01,1.154470976830807,7.4461572469654795,8.774628397126484,0.0,92.77828584074706,66.24841875289498,0.0,0.0,17179.33397324098
2025-12-01,1.143216343001722,6.462404069666279,3.146519844415158,0.0,44.69445569658968,56.56029702704366,0.0,0.0,17179.33406212055
2026-01-01,1.166959932619046,7.829950128133349,11.911912554447657,0.0,60.17069840882631,46.4360774711828,0.0,0.0,17179.33415100012
2026-02-01,1.1532150474362783,6.768704793347912,41.93157654248927,0.0,63.73064337899923,41.1278285791449,0.0,0.0,17179.33423987969
2026-03-01,1.1557077174248294,6.986192828100001,71.70696197149599,56.97158178877379,78.77808084211797,54.07997558775522,0.0,0.0,17179.33432875926
2026-04-01,1.1532094625361402,6.509885721714091,73.36101373606566,118.41810085819853,90.37525433558508,62.882358926529335,0.0,0.0,17179.33441763883
