,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,0.9842850689589921,-26.93843299966081,38.762004123744106,189.1934420299007,90.3973717736119,98.2855262749883,11.545469540283985,6.832409437774053,12614.285163530232
2025-06-01,1.0314279466413983,-25.265385119225876,4.258575462232017,96.01620831242839,92.59174649189254,102.18674842491681,11.539720761598177,6.8334782141426125,12606.903660689912
2025-07-01,1.028576368723178,-24.670932672265536,2.0176276965978204,18.637903215077046,90.18575392066926,94.63334579299324,11.533971982912368,6.834546990511172,12599.522157849591
2025-08-01,0.9942983045940882,-25.852452151133225,0.0,0.0,86.54754132150858,96.22568678307411,11.528223204226558,6.835615766879732,12592.14065500927
2025-09-01,0.9855507969281048,-26.455023290798515,0.0,0.0,84.81420176314623,94.8981688517328,11.522474425540748,6.836684543248292,12584.75915216895
2025-10-01,0.9643034356203969,-27.2713169552298,8.96314849460175,0.0,88.7636961788989,95.27853114530947,11.51672564685494,6.837753319616851,12577.37764932863
2025-11-01,0.9605548084644298,-28.695048611707463,28.8560660880791,8.699799062633133,81.84617545849024,90.88757936752401,11.51097686816913,6.838822095985411,12569.996146488309
2025-12-01,0.9493019227790325,-28.669990388623408,17.702781627224766,32.307633976366255,51.550011847001684,75.90143559286786,11.505228089483321,6.839890872353971,12562.614643647988
2026-01-01,0.9380473165891925,-29.242458278222532,35.58136379743612,58.92495001719361,79.86358276609069,77.08295848567579,11.499479310797511,6.840959648722531,12555.233140807666
2026-02-01,0.9330423182832938,-29.30879235031394,52.21860985081411,82.28029841777432,60.991486952476336,69.05111053871494,11.493730532111703,6.84202842509109,12547.851637967346
2026-03-01,0.9292873420694241,-31.08901034513117,97.86194548127219,162.44583585059314,89.41621313079486,83.79225159617192,11.487981753425894,6.84309720145965,12540.470135127025
2026-04-01,0.9442860389207122,-31.136598759336056,72.82268626119549,199.68770343070466,95.18544284070857,88.68081370821915,11.482232974740084,6.84416597782821,12533.088632286705
