,rf_projected,ridge_projected
2025-05-01,30.766666666666666,34.474811643551185
2025-06-01,31.22,34.764141653825355
2025-07-01,31.186666666666667,34.29902946233948
2025-08-01,31.386666666666667,33.593529812622755
2025-09-01,31.386666666666667,33.556737930636736
2025-10-01,31.653333333333332,33.18465609212562
2025-11-01,30.766666666666666,34.2462661863326
2025-12-01,31.14,33.771097094735794
2026-01-01,30.986666666666668,33.72767232045348
2026-02-01,31.12,33.44453671681958
2026-03-01,30.633333333333333,34.17034704497115
2026-04-01,30.433333333333334,33.705519996569166
