date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-05-01,0.91,6.75,40.291317,121.98599,120.78436,69.29148,16,0.0,,23.0
2017-06-01,0.93,9.02,14.773109,86.45098,99.97876,78.094864,9,14.0,,23.0
2017-07-01,0.93,7.58,27.414566,82.479,169.64508,131.78067,6,84.0,,23.0
2017-08-01,0.93,8.92,14.619047,56.806725,114.75695,134.41864,7,21.0,,25.0
2017-09-01,0.93,8.38,16.62745,58.661068,116.37827,142.14119,10,103.0,,25.0
2017-10-01,0.94,6.26,14.890757,46.137253,86.965576,105.3249,5,28.0,,25.0
2017-11-01,0.92,4.01,28.0,59.518208,131.3368,114.026054,2,0.0,,25.0
2017-12-01,0.92,6.19,27.655462,70.54622,113.89883,113.315674,9,7.0,,25.0
2018-01-01,0.92,4.59,13.610644,69.266106,47.53841,89.49234,24,32.0,,25.0
2018-02-01,0.92,2.73,64.62465,105.890755,97.501526,85.464714,5,22.0,,25.0
2018-03-01,0.92,3.21,82.20728,160.44257,101.476524,88.71115,5,7.0,,25.0
2018-04-01,0.92,2.2,72.42577,219.25769,110.88157,103.261475,11,18.0,,25.0
2018-05-01,0.93,2.69,66.78432,221.41736,191.43677,123.54745,9,36.0,,25.0
2018-06-01,0.95,2.4,25.37255,164.58263,153.5727,144.81564,14,45.0,,25.0
2018-07-01,0.96,3.84,20.753502,112.91037,134.78369,177.6233,7,5.0,,25.0
2018-08-01,0.97,3.83,12.624651,58.7507,103.09122,138.64645,5,7.0,,60.0
2018-09-01,0.97,3.79,20.184875,53.563026,135.52092,130.75838,2,10.0,1314.4444444444443,60.0
2018-10-01,0.96,2.45,64.960785,97.77031,305.87976,211.67097,11,55.0,,60.0
2018-11-01,0.96,4.62,24.689075,109.83473,118.15965,202.95284,7,26.0,,60.0
2018-12-01,0.96,4.36,16.92437,106.57423,76.469894,167.35594,7,27.0,1314.4444444444443,60.0
2019-01-01,0.96,3.53,49.890755,91.50421,140.21112,116.28976,6,21.0,,60.0
2019-02-01,0.95,3.94,105.39216,172.20729,154.59187,136.57559,4,8.0,,60.0
2019-03-01,0.95,2.92,103.85154,259.13446,126.662315,141.63025,4,10.0,,60.0
2019-04-01,0.95,3.5,92.94958,302.19324,140.27374,141.44989,15,24.0,,60.0
2019-05-01,0.96,3.02,24.29972,221.10083,78.13745,123.374725,3,0.0,,60.0
2019-06-01,0.96,0.97,19.669468,136.91876,124.7362,121.19199,4,7.0,1314.4444444444443,60.0
2019-07-01,0.97,0.62,10.862745,54.831932,83.01937,90.13241,2,0.0,,60.0
2019-08-01,0.96,-0.93,18.201681,48.73389,135.71272,116.861664,2,10.0,,55.00000000000001
2019-09-01,0.95,-1.53,11.792717,40.857147,90.36235,102.38894,6,17.0,,55.00000000000001
2019-10-01,0.95,-0.89,36.366947,66.36134,180.86293,146.97946,8,6.0,,55.00000000000001
2019-11-01,0.95,-0.62,61.57703,109.736694,264.97012,202.77956,1,8.0,,55.00000000000001
2019-12-01,0.95,-1.02,11.467787,109.41176,57.437916,171.6121,2,8.0,1314.4444444444443,55.00000000000001
2020-01-01,0.95,-1.11,47.89636,120.94117,135.1167,151.76196,3,15.0,,55.00000000000001
2020-02-01,0.94,-0.98,44.97199,104.33613,69.98018,84.26655,1,0.0,,55.00000000000001
2020-03-01,0.96,1.37,94.01961,186.88794,115.22164,102.89129,1,5.0,,55.00000000000001
2020-04-01,0.96,0.96,119.38095,258.37253,178.12614,121.272255,2,0.0,,35.0
2020-05-01,1.0,4.05,49.596638,262.99722,145.6001,146.23601,1,0.0,,35.0
2020-06-01,0.99,2.93,17.507004,186.4846,113.80215,163.5189,1,3.0,1237.25,35.0
2020-07-01,0.99,2.14,28.725489,95.82913,176.50592,151.89168,0,0.0,,35.0
2020-08-01,0.93,-2.78,7.6526613,53.885147,74.008736,128.06474,4,16.0,,40.0
2020-09-01,0.88,-7.92,30.235294,66.61344,189.60268,159.8971,0,0.0,,40.0
2020-10-01,0.89,-6.24,10.8963585,48.784317,69.50143,110.776924,5,0.0,,40.0
2020-11-01,0.88,-7.64,38.05602,79.187675,171.3588,148.78885,3,0.0,,40.0
2020-12-01,0.88,-6.87,13.3529415,62.30532,64.01314,100.95473,3,10.0,1508.0,40.0
2021-01-01,0.89,-6.34,11.294118,62.70308,41.621147,81.58375,5,2.0,,40.0
2021-02-01,0.9,-4.35,15.305322,39.952377,28.43533,34.64529,3,1.0,,40.0
2021-03-01,0.9,-6.22,123.72549,150.32492,149.78815,83.28601,1,0.0,1558.0,35.0
2021-04-01,0.91,-5.2,47.294117,186.32495,74.89048,88.09729,4,0.0,,35.0
2021-05-01,0.91,-8.77,28.792717,199.81233,90.11952,111.7584,5,10.0,,35.0
2021-06-01,0.93,-6.31,15.4789915,91.56583,103.547905,82.46271,10,27.0,1798.0,35.0
2021-07-01,0.94,-4.67,16.313725,60.58543,111.547646,98.79964,7,31.0,,35.0
2021-08-01,0.98,5.2,12.140057,43.93277,100.25669,106.42009,3,14.0,,35.0
2021-09-01,0.96,9.05,14.764706,43.218483,106.35476,107.661285,0,0.0,,50.0
2021-10-01,0.93,4.44,24.016808,50.921574,126.866135,115.17893,0,0.0,,50.0
2021-11-01,0.91,3.6,9.495798,48.27731,57.69188,94.15949,0,0.0,,50.0
2021-12-01,0.92,4.55,21.403362,54.91597,92.092155,89.871056,2,2.0,2584.222222222222,50.0
2022-01-01,0.9,2.05,68.414566,99.31373,187.52771,125.7004,0,0.0,,50.0
2022-02-01,0.91,0.5,28.563025,118.38096,47.001263,95.09105,1,0.0,,50.0
