date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,1.03,2.88,4.915493,26.084507,115.783134,161.81142,23,51.0,,32.0
2017-09-01,1.03,1.93,5.915493,28.647888,98.61306,165.8759,20,34.0,,32.0
2017-10-01,1.03,1.46,5.5211267,16.352114,62.390373,80.585434,20,3.0,,32.0
2017-11-01,1.05,2.08,33.59155,45.028168,146.27896,112.89332,23,57.0,,32.0
2017-12-01,1.02,-0.42,43.40845,82.52112,154.59698,135.5693,6,16.0,,32.0
2018-01-01,1.02,1.59,9.43662,86.436615,33.73523,101.73954,15,0.0,,32.0
2018-02-01,1.02,-0.87,111.33803,164.1831,144.48221,117.15901,10,5.0,,32.0
2018-03-01,1.03,-0.05,110.8169,231.59154,129.35211,116.63333,16,20.0,,32.0
2018-04-01,1.05,2.21,86.28169,308.4366,134.63748,137.55974,25,83.0,,32.0
2018-05-01,1.05,1.03,60.28169,257.38028,170.35223,141.32614,15,9.0,,32.0
2018-06-01,1.05,0.27,7.5070424,154.07043,125.14093,149.90509,12,0.0,,32.0
2018-07-01,1.05,0.56,8.154929,75.94365,123.49596,165.29881,20,85.0,,32.0
2018-08-01,1.04,0.92,2.6478872,18.309858,89.30431,121.34024,11,12.0,,15.0
2018-09-01,1.05,2.7,6.352113,17.15493,102.55759,109.21842,17,101.0,4290.5,15.0
2018-10-01,1.06,2.9,47.450706,56.450706,311.03317,231.92232,14,4.0,,15.0
2018-11-01,1.06,0.78,17.87324,71.676056,86.699646,173.02681,16,21.0,,15.0
2018-12-01,1.06,4.1,39.323944,104.64789,141.55272,169.84343,14,110.0,4290.5,15.0
2019-01-01,1.06,3.42,62.69014,119.88732,158.1771,138.95941,18,49.0,,15.0
2019-02-01,1.05,3.41,152.85916,254.87325,196.04802,179.96176,9,4.0,,15.0
2019-03-01,1.05,1.95,119.69014,335.2394,139.26234,167.72897,21,21.0,,15.0
