date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,0.97,5.86,0.0,0.6442953,100.0,94.37656,29,67.0,,16.0
2017-09-01,0.98,6.1,0.08053691,0.08053691,99.84466,99.8388,29,136.0,,16.0
2017-10-01,0.99,7.22,3.1454139,3.2259507,85.27465,85.32774,44,298.0,,16.0
2017-11-01,0.99,5.39,12.172259,15.398211,73.930435,73.19579,9,20.0,,16.0
2017-12-01,0.99,6.48,13.825502,29.143175,53.42269,58.84893,10,19.0,,16.0
2018-01-01,0.98,6.68,13.006712,39.00447,40.103836,47.15665,19,80.0,,16.0
2018-02-01,0.99,6.76,36.697987,63.5302,76.52682,54.792088,10,30.0,,16.0
2018-03-01,0.99,6.57,46.324383,96.02908,95.44928,70.57092,15,122.0,,16.0
2018-04-01,1.0,10.86,17.702461,100.72483,63.452103,78.876564,19,107.0,,16.0
2018-05-01,1.0,4.03,12.158836,76.185684,90.34264,82.38577,17,101.0,,16.0
2018-06-01,0.98,-3.6,0.6353468,30.496647,94.231636,69.940994,17,48.0,,16.0
2018-07-01,0.98,-1.95,0.0,12.794183,99.994026,89.088165,33,362.0,,16.0
2018-08-01,0.98,0.64,0.0,0.6353468,100.0,94.22694,4,0.0,,40.0
2018-09-01,0.99,1.06,0.08948546,0.08948546,100.02053,100.01465,19,66.0,39667.333333333336,40.0
2018-10-01,0.99,0.02,15.116331,15.205816,210.59863,209.59485,14,94.0,,40.0
2018-11-01,0.98,-0.93,20.919464,36.12528,111.58911,147.57164,9,33.0,,40.0
2018-12-01,0.99,-0.28,20.7651,56.80089,73.11576,106.51957,10,20.0,39667.333333333336,40.0
2019-01-01,0.98,-0.51,93.290825,134.97539,218.90942,150.00226,13,43.0,,40.0
2019-02-01,0.98,-1.23,79.37584,193.43176,154.85196,158.65256,7,14.0,,40.0
2019-03-01,0.98,-1.14,59.89933,232.566,120.69496,165.9448,14,69.0,,40.0
