,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.0199997498812836,-3.015693899550859,34.18044136363871,104.26172937475229,94.4152002385936,80.89544133901833,1.9571038164396224,0.5465157603201574,15079.277885674597
2025-06-01,1.0128580560380553,-2.8028451816318927,18.388175689571895,48.67301412089594,92.20945107674875,69.91817623840477,1.5919794768653053,0.22911295991683,15080.412914168854
2025-07-01,1.015715654106162,-2.795760910631601,64.7486640445628,42.417361397668785,94.54428504397602,65.52385884319301,1.2268551372909882,0.0,15081.54794266311
2025-08-01,1.0271446428896405,-2.7215298871096145,51.594973714795316,59.01283425406152,77.65653240622096,58.171398293001914,0.861730797716671,0.0,15082.682971157366
2025-09-01,1.03089462026827,-2.8465907908296835,9.717567088651105,53.12959854371669,49.553589815059375,50.3566746573748,0.49660645814235393,0.0,15083.817999651623
2025-10-01,1.039643626650477,-2.9991214511082975,0.0,0.0,88.32281832425825,38.500835714513954,0.13148211856803682,0.0,15084.95302814588
2025-11-01,1.038389983817062,-3.180374166791107,7.019061206932523,0.0,112.78938565716874,44.0116298724434,0.0,0.0,15086.088056640136
2025-12-01,1.0421378821098197,-3.1041199356394893,4.756764332472027,0.0,66.89312116771254,59.57772205972591,0.0,0.0,15087.223085134392
2026-01-01,1.0396350980846711,-3.004093169118333,20.624549031602328,0.0,65.85826596778074,45.30486010325399,0.0,0.0,15088.358113628648
2026-02-01,1.035883555369964,-3.02656052164483,40.52858069541195,0.0,58.75854859919189,29.482456870143324,0.0,0.0,15089.493142122905
2026-03-01,1.0271337384696024,-3.265259910718498,64.73322311102501,47.096849851216234,108.46710401463949,47.00570382722134,0.0,0.0,15090.628170617161
2026-04-01,1.0246350901114134,-3.292706328780161,62.44191580381896,88.90971561517162,88.4616870594077,53.31447963221112,0.0,0.0,15091.763199111418
