,rf_projected,ridge_projected
2025-05-01,22.78,18.863071584291852
2025-06-01,23.12,18.326108055618356
2025-07-01,22.486666666666668,17.93185584950255
2025-08-01,22.686666666666667,18.251653083237766
2025-09-01,23.753333333333334,18.320265972760446
2025-10-01,22.786666666666665,17.72933443065521
2025-11-01,22.82,17.51875324818115
2025-12-01,23.453333333333333,17.469222776065553
2026-01-01,22.4,17.20800615299701
2026-02-01,22.366666666666667,17.331698308849578
2026-03-01,22.633333333333333,17.77651038694956
2026-04-01,22.833333333333332,18.21744885254911
