date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,0.93,1.04,0.22823529,2.44,98.31858,96.62633,59,269.0,,45.0
2017-09-01,0.92,-0.04,0.112941176,1.6494118,99.362885,97.3979,51,241.0,,45.0
2017-10-01,0.93,0.95,3.557647,3.8988235,86.37929,85.80958,39,241.0,,45.0
2017-11-01,0.93,-0.57,20.505882,24.17647,120.78398,111.4894,24,170.0,,45.0
2017-12-01,0.93,0.94,37.494118,61.557648,93.49875,100.127556,32,284.0,,45.0
2018-01-01,0.92,0.26,10.47294,68.47294,34.44844,72.4028,41,195.0,,45.0
2018-02-01,0.93,0.49,58.95765,106.9247,102.23192,78.12736,31,163.0,,45.0
2018-03-01,0.92,-0.53,73.988235,143.41882,118.29364,90.361206,58,205.0,,45.0
2018-04-01,0.92,0.52,34.967056,167.91295,107.546936,110.489784,58,201.0,,45.0
2018-05-01,0.92,-1.14,14.632941,123.588234,126.59815,117.49276,77,507.0,,45.0
2018-06-01,0.93,0.5,0.9058823,50.50588,98.12993,114.001,46,146.0,,45.0
2018-07-01,0.92,-1.67,1.3105882,16.849413,99.1656,122.13065,98,379.0,,45.0
2018-08-01,0.94,1.3,0.23058823,2.4470587,98.36284,96.718,76,343.0,,53.0
2018-09-01,0.95,3.36,0.11529412,1.6564705,99.40861,97.50129,58,256.0,48.0,53.0
2018-10-01,0.97,4.34,3.635294,3.9811764,87.16304,86.60369,46,209.0,,53.0
2018-11-01,0.96,3.92,20.64,24.390587,121.4191,112.30759,38,241.0,,53.0
2018-12-01,0.95,2.12,48.962353,73.23765,118.73201,117.69863,50,257.0,23246.85714285714,53.0
2019-01-01,0.93,1.55,43.962353,113.56471,109.00815,116.837814,49,342.0,,53.0
2019-02-01,0.92,-0.61,113.84706,206.77174,189.96887,147.82408,39,287.0,,53.0
2019-03-01,0.91,-0.33,136.63765,294.44702,212.11807,182.31107,40,226.0,,53.0
2019-04-01,0.94,1.97,82.498825,332.98352,235.44969,215.96835,28,246.0,,53.0
2019-05-01,0.95,3.31,12.14353,231.27998,110.5458,215.89215,48,247.0,,53.0
2019-06-01,0.95,2.12,1.0988235,95.74118,101.33576,206.90773,53,201.0,23233.14285714286,53.0
