,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.0557137309534492,-4.098117953268175,6.344552297658579,65.14842696666035,79.02863280606971,79.92794229857718,0.0,0.0,4523.275768734837
2025-06-01,1.0571428576759414,-6.5560534399988475,0.0,20.008670062353175,82.2688235223216,80.1094002784545,0.0,0.0,4521.218204359351
2025-07-01,1.0657128999937433,-7.9094671910419825,0.0,0.0,84.85270553925169,78.98130044929495,0.0,0.0,4519.1606399838665
2025-08-01,1.0714275375813291,-9.02696372730571,0.0,0.0,86.01299796223097,83.10422531080815,0.0,0.0,4517.103075608381
2025-09-01,1.077676915671207,-11.018198852296495,0.0,0.0,86.82478232840242,86.88443915217718,0.0,0.0,4515.045511232896
2025-10-01,1.081425652181422,-12.581747157945038,0.0,0.0,97.12379818006443,97.52133211923737,0.0,0.0,4512.987946857411
2025-11-01,1.080177349229309,-14.640037831936967,9.912912495851735,0.0,77.03216691635882,82.55838320432665,0.0,0.0,4510.930382481926
2025-12-01,1.0801771482769933,-16.66689438247708,11.186335309203955,16.081456259145664,49.62555728314563,62.22430686053036,0.0,0.0,4508.872818106442
2026-01-01,1.0776765865909432,-18.43230653805886,25.264485847491244,41.962358238591975,67.29299696702313,61.1625355885842,0.0,0.0,4506.815253730956
2026-02-01,1.0764282446433975,-20.34875193851593,35.24981419210392,67.3000976525538,71.31644134764699,62.34985436566764,0.0,0.0,4504.7576893554715
2026-03-01,1.0739276296374334,-22.188758038662364,38.62369646808042,94.73800874747519,78.7387170751287,71.88362488199337,0.0,0.0,4502.700124979986
2026-04-01,1.0726778704836644,-23.71731656635002,21.08043542085398,90.55334649646147,76.3191302184146,74.61352424868883,0.0,0.0,4500.642560604501
