,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.0085702735117263,-4.438545542493324,0.3641008537996182,95.00098435521346,111.09714163561989,90.8080988217472,0.6726685546284366,0.0,10977.506443034767
2025-06-01,1.024283369604019,-4.324173414557932,0.0,9.24519721071573,78.6427058650763,100.20171853884389,0.2405722333827991,0.0,10490.262895258587
2025-07-01,1.0457113864377319,-3.294065109266257,0.0,0.0,78.16508157027884,104.57182615259619,0.0,0.0,10003.01934748241
2025-08-01,1.0342831385106708,-2.9040981697165575,0.0,0.0,79.36530382416976,74.16453402555487,0.0,0.0,9515.775799706233
2025-09-01,1.0217825247640155,-3.9694034315744617,0.0,0.0,80.55934516429957,75.0112190917373,0.0,0.0,9028.532251930055
2025-10-01,1.0217837599879207,-4.210688212253611,0.0,0.0,97.3225748839678,91.38795071272763,0.0,0.0,8541.288704153878
2025-11-01,1.000534289856236,-4.598188641501964,3.6882536064447726,0.0,85.4313468449819,84.35950929721567,0.0,0.0,8054.045156377699
2025-12-01,0.990534604326415,-4.31497003332186,4.397366662043211,0.0,50.74372099720988,61.98257924616716,0.0,0.0,7566.801608601521
2026-01-01,0.9955356004729434,-4.155207218318562,13.710662241529475,27.315817590797746,68.129271048665,59.236030583157074,0.0,0.0,7079.558060825344
2026-02-01,0.9917846645126627,-4.958954470544201,39.991606870641874,63.62366075637591,75.35298463572701,59.57161818520229,0.0,0.0,6592.314513049166
2026-03-01,1.0005363294271175,-5.5437633169932,57.040733946453,116.25015530315265,83.0447476183942,71.089903857892,0.0,0.0,6105.070965272987
2026-04-01,1.0067868930006485,-4.984069140801896,22.631742994865025,125.17222426401406,91.85494963382267,76.89758986028174,0.0,0.0,5617.82741749681
