,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.1457164221548604,6.7771518341073245,26.658659903136083,149.34388117864464,88.31615843885112,83.50282808548475,2.600585884960736,4.173258888181147,10524.11150126321
2025-06-01,1.1800016439787915,6.880009583857082,0.0,37.9717732703919,85.50095330463539,82.59588011966305,2.419300536792859,3.6953102134725895,10522.223002639963
2025-07-01,1.2057140635931283,8.112876115578311,0.0,0.0,83.80041283852029,87.67968052309011,2.238015188624982,3.217361538764032,10520.334504016717
2025-08-01,1.2014262657751562,8.262882014827515,0.0,0.0,77.64152224415201,86.63427886549252,2.056729840457105,2.739412864055475,10518.44600539347
2025-09-01,1.1951740737713774,7.934140196069414,0.0,0.0,73.6273089568133,84.29865966347155,1.875444492289228,2.2614641893469174,10516.557506770223
2025-10-01,1.1789227821221446,7.569136966455168,3.1636312848974946,0.0,92.33572425418448,91.51558652750312,1.694159144121351,1.7835155146383599,10514.669008146977
2025-11-01,1.1701698779108292,7.255380481793578,28.577976024490248,0.0,87.27964004939282,91.2053992967139,1.5128737959534742,1.3055668399298028,10512.78050952373
2025-12-01,1.1651684880703213,7.399111875924476,19.23048340196851,1.3628732943421547,70.1632889168787,83.9383098659218,1.331588447785597,0.8276181652212453,10510.892010900483
2026-01-01,1.1739182527641374,7.705341866133647,34.81255357723827,32.990991812384394,81.86588574012374,82.990939019263,1.15030309961772,0.3496694905126878,10509.003512277237
2026-02-01,1.1714196493863849,7.545339836250172,69.50306554790896,73.90710447190708,69.96199372972406,74.92743280051018,0.969017751449843,0.0,10507.115013653989
2026-03-01,1.171423289228724,7.311593429917949,99.74795417030192,154.47005254218806,80.3707605855172,78.8428183735586,0.7877324032819661,0.0,10505.226515030743
2026-04-01,1.17017700635158,7.347851447888208,65.43292921264457,185.12181014740116,72.18887872986,76.51580842830786,0.606447055114089,0.0,10503.338016407497
