date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,0.94,2.42,0.0,0.12012813,100.0,99.27228,24,75.0,,15.0
2017-09-01,0.95,2.65,0.0080085425,0.010678057,99.98331,99.96911,51,118.0,,15.0
2017-10-01,0.94,1.95,2.1025095,2.110518,95.615845,95.60981,29,59.0,,15.0
2017-11-01,0.94,0.12,7.311799,9.4223175,94.72015,93.43848,43,143.0,,15.0
2017-12-01,0.94,0.56,18.436733,27.85104,96.94018,94.93768,46,66.0,12387.5,15.0
2018-01-01,0.95,2.8,10.163908,35.91244,44.618156,66.230354,73,231.0,,15.0
2018-02-01,0.94,0.95,30.532303,59.13295,97.52338,75.21442,56,226.0,,15.0
2018-03-01,0.94,-0.77,34.230644,74.926865,108.667755,82.80683,42,250.0,14320.5,15.0
2018-04-01,0.91,-2.96,16.452215,81.21517,111.76064,105.48663,47,180.0,,15.0
2018-05-01,0.94,-0.3,7.4596906,58.14255,121.09466,113.59545,45,531.0,,15.0
2018-06-01,0.94,-2.37,0.116924725,24.02883,99.27525,117.82002,64,224.0,16688.833333333332,15.0
2018-07-01,0.95,0.42,0.0026695142,7.5792847,99.98577,120.41192,74,340.0,,15.0
2018-08-01,0.97,3.01,0.0,0.11959423,100.0,99.261925,78,258.0,,55.00000000000001
2018-09-01,0.98,3.24,0.0080085425,0.010678057,99.98331,99.96911,55,290.0,16688.833333333332,55.00000000000001
2018-10-01,0.97,2.98,3.2664175,3.274426,111.28468,111.259995,37,155.0,,55.00000000000001
2018-11-01,0.97,3.16,9.225841,12.500267,109.445724,113.379715,45,383.0,,55.00000000000001
2018-12-01,0.96,2.3,9.99733,22.48959,62.0327,79.44339,49,226.0,16688.833333333332,55.00000000000001
2019-01-01,0.95,0.21,26.675922,45.899094,93.20297,82.397064,30,82.0,,55.00000000000001
2019-02-01,0.94,0.12,45.23812,81.91136,137.88556,101.92869,34,62.0,,55.00000000000001
2019-03-01,0.94,0.48,57.413773,129.32782,172.88434,139.16798,34,142.0,,55.00000000000001
2019-04-01,0.95,4.05,36.20662,138.85852,214.67609,176.01485,27,85.0,,55.00000000000001
2019-05-01,0.96,2.2,6.9087024,100.5291,115.73967,189.85019,32,257.0,,55.00000000000001
2019-06-01,0.97,3.39,0.4345969,43.54992,105.43853,197.05077,59,149.0,19719.5,55.00000000000001
2019-07-01,0.96,1.1,0.0026695142,7.3459687,99.98577,118.17856,63,233.0,,55.00000000000001
2019-08-01,0.96,-1.66,0.0,0.43726644,100.0,105.42116,41,233.0,,35.0
2019-09-01,0.96,-1.87,0.0080085425,0.010678057,99.98331,99.96911,37,206.0,,35.0
2019-10-01,0.96,-1.35,3.0309663,3.0389748,108.11497,108.09407,22,17.0,,35.0
2019-11-01,0.96,-0.89,12.579285,15.618259,135.24527,133.58038,27,65.0,,35.0
2019-12-01,0.97,0.31,17.658836,33.26909,93.7226,110.595535,43,113.0,19719.5,35.0
2020-01-01,0.96,0.32,70.14682,100.38494,221.11137,170.60048,40,50.0,,35.0
2020-02-01,0.96,1.52,16.788574,104.59422,59.801792,128.5309,31,60.0,,35.0
2020-03-01,0.95,1.26,48.35024,135.28563,147.77863,145.34048,17,9.0,,35.0
2020-04-01,1.02,7.44,32.11052,97.24933,193.33646,125.104866,31,70.0,,30.0
2020-05-01,1.12,16.32,11.1681795,91.62894,157.13715,173.8385,18,66.0,,30.0
2020-06-01,1.03,6.58,0.11745863,43.39616,99.285614,196.4267,16,21.0,21694.0,30.0
2020-07-01,1.01,4.66,0.0026695142,11.288308,99.98577,155.91557,26,24.0,,30.0
2020-08-01,1.01,5.73,0.0,0.12012813,100.0,99.27228,21,71.0,,25.0
2020-09-01,1.01,5.15,0.0080085425,0.010678057,99.98331,99.96911,15,55.0,,25.0
2020-10-01,1.01,5.41,2.1025095,2.110518,95.615845,95.60981,17,109.0,,25.0
2020-11-01,1.01,4.97,12.30379,14.414309,133.12576,125.7803,16,26.0,,25.0
2020-12-01,1.01,4.83,13.071543,27.477844,74.748405,93.85917,22,90.0,24404.0,25.0
