,rf_projected,ridge_projected
2025-05-01,37.67333333333333,51.64731591538437
2025-06-01,38.14,47.91992364124838
2025-07-01,38.94,46.42219071735035
2025-08-01,37.266666666666666,47.107414808599806
2025-09-01,36.68666666666667,46.78723880000068
2025-10-01,38.96666666666667,46.84366219298187
2025-11-01,35.62,46.50839983574795
2025-12-01,36.75333333333333,44.20161379751883
2026-01-01,36.06666666666667,45.820906471712846
2026-02-01,38.46666666666667,44.33544841431383
2026-03-01,37.06666666666667,45.72348909592624
2026-04-01,39.43333333333333,47.378224067037436
