,rf_projected,ridge_projected
2025-05-01,25.2,26.4491875725059
2025-06-01,25.2,28.523232490649445
2025-07-01,25.546666666666667,28.69214965682598
2025-08-01,25.546666666666667,25.137429255141043
2025-09-01,25.546666666666667,24.967968948178566
2025-10-01,25.546666666666667,26.27484585375112
2025-11-01,25.546666666666667,25.86480765449765
2025-12-01,25.746666666666666,23.136821081140013
2026-01-01,25.2,24.47175348863351
2026-02-01,25.2,24.32677743947042
2026-03-01,25.0,24.722173188198102
2026-04-01,25.0,23.199139769776036
