,rf_projected,ridge_projected
2025-05-01,34.4,36.20360013878222
2025-06-01,36.9,36.38626026194972
2025-07-01,38.06666666666667,36.57527099685348
2025-08-01,38.56666666666667,36.67413102177224
2025-09-01,38.46666666666667,36.523532451685604
2025-10-01,37.86666666666667,37.20391176517538
2025-11-01,35.03333333333333,35.80465356364449
2025-12-01,34.333333333333336,33.93974117163035
2026-01-01,34.03333333333333,34.11361985415519
2026-02-01,32.166666666666664,34.02653578845639
2026-03-01,33.2,34.44773915716075
2026-04-01,34.96666666666667,34.94969464543446
