date,ipc_actual,rf_fitted,ridge_fitted
2017-05-01,23.0,29.673333333333332,34.371888471185486
2017-06-01,23.0,28.933333333333334,37.79320319928226
2017-07-01,23.0,28.04,33.25227866997817
2017-08-01,25.0,31.793333333333333,44.82475732661072
2017-09-01,25.0,25.186666666666667,31.483540940459438
2017-10-01,25.0,28.386666666666667,41.432990895788244
2017-11-01,25.0,30.533333333333335,46.609773578711554
2017-12-01,25.0,25.333333333333332,42.69355561184569
2018-01-01,25.0,26.546666666666667,28.757190147362582
2018-02-01,25.0,26.293333333333333,39.66230640802245
2018-03-01,25.0,26.813333333333333,41.8962226366
2018-04-01,25.0,26.373333333333335,35.837806036314646
2018-05-01,25.0,26.553333333333335,33.62779932502462
2018-06-01,25.0,30.92,32.17725275445385
2018-07-01,25.0,36.1,48.13749357771503
2018-08-01,60.0,51.7,46.1840198834271
2018-09-01,60.0,59.7,46.22981443298816
2018-10-01,60.0,51.64,39.767094480133366
2018-11-01,60.0,57.3,49.42891627926353
2018-12-01,60.0,57.48,45.910748352558635
2019-01-01,60.0,58.22666666666667,41.272633066027595
2019-02-01,60.0,58.75333333333333,47.60070751167997
2019-03-01,60.0,59.36666666666667,45.897305255909146
2019-04-01,60.0,53.27333333333333,35.76978909271342
2019-05-01,60.0,58.03333333333333,43.548924090879375
2019-06-01,60.0,59.06666666666667,41.51892623508909
2019-07-01,60.0,57.67333333333333,42.85975819060687
2019-08-01,55.00000000000001,54.9,42.96697682185914
2019-09-01,55.00000000000001,52.233333333333334,39.24417552632472
2019-10-01,55.00000000000001,54.38666666666666,43.21822206052437
2019-11-01,55.00000000000001,54.233333333333334,50.964404953066605
2019-12-01,55.00000000000001,55.266666666666666,50.33893458385845
2020-01-01,55.00000000000001,52.45333333333333,45.683253258656094
2020-02-01,55.00000000000001,50.3,43.5448756522774
2020-03-01,55.00000000000001,49.406666666666666,44.835707059534585
2020-04-01,35.0,41.04666666666667,44.58425356569636
2020-05-01,35.0,36.74,45.550738680745
2020-06-01,35.0,36.92,48.141056493298294
2020-07-01,35.0,39.153333333333336,48.57123832066782
2020-08-01,40.0,39.63333333333333,43.183071052732274
2020-09-01,40.0,39.6,47.348161909595134
2020-10-01,40.0,39.333333333333336,42.51772642682405
2020-11-01,40.0,39.12,45.10504295139105
2020-12-01,40.0,39.86666666666667,40.57433867647243
2021-01-01,40.0,39.486666666666665,39.07081314559113
2021-02-01,40.0,38.93333333333333,36.58391024532705
2021-03-01,35.0,36.233333333333334,42.38813737503887
2021-04-01,35.0,35.03333333333333,38.326114849432656
2021-05-01,35.0,35.0,35.693343641710605
2021-06-01,35.0,33.9,29.32319329278959
2021-07-01,35.0,34.43333333333333,33.23554805034879
2021-08-01,35.0,40.2,42.43311574795793
2021-09-01,50.0,46.12,47.69155002610962
2021-10-01,50.0,47.6,46.70088541947298
2021-11-01,50.0,49.8,45.35418593517533
2021-12-01,50.0,49.03333333333333,42.92664414999797
2022-01-01,50.0,49.46666666666667,46.40981218514908
2022-02-01,50.0,48.166666666666664,43.275199638772804
2022-03-01,55.00000000000001,52.86666666666667,44.19477788778072
2022-04-01,55.00000000000001,52.153333333333336,41.27988389287148
2022-05-01,55.00000000000001,54.38666666666666,40.67749229007747
2022-06-01,55.00000000000001,54.06666666666667,42.49625176484802
2022-07-01,55.00000000000001,54.13333333333333,47.92134929944036
2022-08-01,55.00000000000001,52.53333333333334,52.94911606482775
2022-09-01,50.0,49.4,55.12533666547972
2022-10-01,50.0,49.766666666666666,54.345969822517425
2022-11-01,50.0,49.93333333333333,52.72880187136437
2022-12-01,50.0,49.46666666666667,52.75737911473914
2023-01-01,50.0,50.0,55.92734034031365
2023-02-01,50.0,49.733333333333334,55.41699101284156
2023-03-01,50.0,49.8,50.204975714704695
2023-04-01,45.0,45.986666666666665,45.12776403883392
2023-05-01,45.0,45.42,36.830173203260415
2023-06-01,45.0,45.333333333333336,40.746098938179244
2023-07-01,45.0,46.03333333333333,41.84855333316349
2023-08-01,45.0,44.93333333333333,41.76091167569357
2023-09-01,45.0,45.03333333333333,41.514651447971794
2023-10-01,40.0,41.36666666666667,38.480731642593526
2023-11-01,40.0,40.4,37.62089592508771
2023-12-01,40.0,40.43333333333333,34.78801866237653
2024-01-01,40.0,39.3,32.71497298230864
2024-02-01,40.0,38.833333333333336,37.176528899183296
2024-03-01,35.0,35.36666666666667,38.9950959258286
2024-04-01,35.0,35.5,42.20001664092651
2024-05-01,35.0,35.43333333333333,40.0191490376399
2024-06-01,35.0,35.3,43.889923283514186
2024-07-01,35.0,34.96666666666667,35.97429771128721
2024-08-01,35.0,34.6,40.16630397680555
2024-09-01,30.0,31.7,40.129312430525964
2024-10-01,30.0,31.033333333333335,38.064654418167514
2024-11-01,30.0,30.433333333333334,38.752167233831045
2024-12-01,30.0,31.333333333333332,37.85059056880556
2025-01-01,30.0,30.666666666666668,38.23886941327278
2025-02-01,30.0,30.5,39.909365041531466
2025-03-01,30.0,31.566666666666666,40.119480455457506
2025-04-01,30.0,33.1,35.724479224918746
