,rf_projected,ridge_projected
2025-05-01,27.573333333333334,30.649138636328473
2025-06-01,26.733333333333334,30.854362711599563
2025-07-01,26.833333333333332,30.541685997838627
2025-08-01,26.766666666666666,30.55168164909021
2025-09-01,27.6,30.572706516959784
2025-10-01,26.666666666666668,29.502432606803772
2025-11-01,26.666666666666668,29.79355592388443
2025-12-01,27.033333333333335,30.612351501596763
2026-01-01,26.966666666666665,30.12211311208567
2026-02-01,26.96,29.938029763689148
2026-03-01,27.22,30.419437865638134
2026-04-01,28.85333333333333,30.725757306064043
