date,ipc_actual,rf_fitted,ridge_fitted
2017-08-01,41.0,42.56,42.44028438599398
2017-09-01,41.0,42.946666666666665,43.35518820351538
2017-10-01,41.0,44.03333333333333,41.757633720014596
2017-11-01,41.0,39.89333333333333,41.54279875910186
2017-12-01,41.0,41.266666666666666,42.79503967915497
2018-01-01,41.0,40.89333333333333,40.537068500697956
2018-02-01,41.0,40.50666666666667,42.23116333947159
2018-03-01,41.0,40.95333333333333,42.12903822566345
2018-04-01,41.0,41.22666666666667,40.45256012848523
2018-05-01,41.0,41.64666666666667,44.24717911139209
2018-06-01,41.0,41.306666666666665,41.97536849931994
2018-07-01,41.0,42.4,41.81505363405408
2018-08-01,55.00000000000001,48.82666666666667,40.26753205593273
2018-09-01,55.00000000000001,50.306666666666665,40.89304832518988
2018-10-01,55.00000000000001,51.98,43.36608034476214
2018-11-01,55.00000000000001,52.27333333333334,42.2933521867499
2018-12-01,55.00000000000001,51.88,42.79124325997882
2019-01-01,55.00000000000001,53.606666666666676,46.29954363400192
2019-02-01,55.00000000000001,53.20666666666666,42.74620592977869
2019-03-01,55.00000000000001,53.59333333333334,42.76903714062323
2019-04-01,55.00000000000001,54.466666666666676,44.6190899740083
2019-05-01,55.00000000000001,52.00666666666667,43.40405316560011
2019-06-01,55.00000000000001,54.366666666666674,45.2799688854341
2019-07-01,55.00000000000001,49.93333333333334,42.475068924978636
2019-08-01,40.0,40.75333333333333,42.15206027019789
2019-09-01,40.0,41.35333333333333,42.458939909652635
2019-10-01,40.0,42.7,42.63556151461691
2019-11-01,40.0,44.43333333333333,42.35075558768655
2019-12-01,40.0,43.1,41.13375098798467
2020-01-01,40.0,44.913333333333334,45.31773858749031
2020-02-01,40.0,42.32,42.38942946573307
2020-03-01,40.0,42.11333333333334,42.9540917648599
2020-04-01,25.0,30.3,45.37366966248569
2020-05-01,25.0,26.5,48.392770810636115
2020-06-01,25.0,26.033333333333335,46.77571131923218
2020-07-01,25.0,27.133333333333333,46.56213944602072
2020-08-01,45.0,39.94,42.79683458586949
2020-09-01,45.0,44.806666666666665,40.72472351268962
2020-10-01,45.0,45.553333333333335,37.15556546991594
2020-11-01,45.0,43.913333333333334,45.21816130108846
2020-12-01,45.0,43.526666666666664,40.26380482288134
2021-01-01,45.0,43.78666666666667,43.03703145034659
2021-02-01,45.0,43.24,42.898429354364936
2021-03-01,35.0,38.52,44.29166017682388
2021-04-01,35.0,36.88666666666666,42.76739140555868
2021-05-01,35.0,36.81333333333333,42.561383058834046
2021-06-01,35.0,37.333333333333336,40.94651190742272
2021-07-01,35.0,38.42666666666667,37.02680642751071
2021-08-01,35.0,39.48,41.0010251114785
2021-09-01,50.0,48.03333333333333,44.935887101845914
2021-10-01,50.0,48.64,46.36354805217316
2021-11-01,50.0,49.74,47.73332327938803
2021-12-01,50.0,49.93333333333333,44.91376105282479
2022-01-01,50.0,48.56666666666667,43.26298159552292
2022-02-01,50.0,49.306666666666665,41.20994164408309
2022-03-01,50.0,48.986666666666665,42.290103665070134
2022-04-01,50.0,49.666666666666664,43.7366956079818
2022-05-01,50.0,49.93333333333333,46.02266463273187
2022-06-01,50.0,49.666666666666664,47.55883120660902
2022-07-01,50.0,48.93333333333333,50.65144670232851
2022-08-01,50.0,47.1,46.96999384892305
2022-09-01,40.0,42.62,46.46211915142367
2022-10-01,40.0,39.766666666666666,42.643404358148
2022-11-01,40.0,40.153333333333336,40.44705094595973
2022-12-01,40.0,40.1,40.396280352972745
2023-01-01,40.0,40.14,40.09145715150368
2023-02-01,40.0,40.086666666666666,41.037535058515815
2023-03-01,40.0,40.07333333333333,38.87148094009767
2023-04-01,40.0,39.85333333333333,35.38573884619877
2023-05-01,40.0,39.84,33.892193965285536
2023-06-01,40.0,40.17333333333333,32.31007824216998
2023-07-01,40.0,39.93333333333333,34.164732618636236
2023-08-01,40.0,42.013333333333335,36.15449736028945
2023-09-01,40.0,38.67333333333333,35.631982529798066
2023-10-01,25.0,27.733333333333334,35.24306663945084
2023-11-01,25.0,25.8,35.44594235311486
2023-12-01,25.0,25.666666666666668,34.95369611031249
2024-01-01,25.0,26.3,35.10285029497035
2024-02-01,25.0,29.0,35.13176111412593
2024-03-01,40.0,36.86666666666667,35.83046362110778
2024-04-01,40.0,39.413333333333334,38.22062474920575
2024-05-01,40.0,39.03333333333333,39.93753666290357
2024-06-01,40.0,38.28,41.092143896287794
2024-07-01,40.0,38.306666666666665,39.31952374444117
2024-08-01,40.0,35.53333333333333,36.3872601646389
2024-09-01,25.0,29.833333333333332,36.32305828111769
2024-10-01,25.0,27.4,35.42118473237304
2024-11-01,25.0,25.8,34.27002451441094
2024-12-01,25.0,25.066666666666666,32.03864642303616
2025-01-01,25.0,25.266666666666666,31.64514914631115
2025-02-01,25.0,26.966666666666665,30.756508366364592
2025-03-01,35.0,34.233333333333334,30.302212558507858
2025-04-01,35.0,32.3,29.77206879155244
