date,ipc_actual,rf_fitted,ridge_fitted
2017-08-01,30.0,35.5,41.67655539180915
2017-09-01,30.0,31.833333333333332,39.66113310851604
2017-10-01,30.0,30.866666666666667,43.91070212851012
2017-11-01,30.0,30.0,41.105862797327106
2017-12-01,30.0,30.0,44.54487606075652
2018-01-01,30.0,30.166666666666668,39.100472541260544
2018-02-01,30.0,30.0,42.46568075235362
2018-03-01,30.0,30.0,43.91732470064427
2018-04-01,30.0,30.7,39.01626016324463
2018-05-01,30.0,30.9,36.28326108815854
2018-06-01,30.0,31.3,40.06951556804525
2018-07-01,30.0,32.4,36.25048207675769
2018-08-01,45.0,39.0,50.95619473468996
2018-09-01,45.0,45.5,46.81347753162563
2018-10-01,45.0,44.96666666666667,44.846276121318525
2018-11-01,45.0,44.9,41.63089685611586
2018-12-01,45.0,45.1,47.75784918219149
2019-01-01,45.0,45.0,50.38873407433195
2019-02-01,45.0,45.13333333333333,39.97486945359887
2019-03-01,45.0,45.06666666666667,44.47200292732708
2019-04-01,45.0,45.1,41.10641191263447
2019-05-01,45.0,45.0,43.15041472026358
2019-06-01,45.0,45.166666666666664,44.13137373728385
2019-07-01,45.0,45.666666666666664,49.68853709617592
2019-08-01,45.0,45.46666666666667,44.1664470930297
2019-09-01,45.0,45.4,45.39715477298499
2019-10-01,45.0,45.13333333333333,49.157040153635165
2019-11-01,45.0,45.06666666666667,40.477724133121825
2019-12-01,45.0,45.46666666666667,41.48242736954491
2020-01-01,45.0,45.06666666666667,38.19937669651591
2020-02-01,45.0,45.5,41.68340360293767
2020-03-01,45.0,45.93333333333333,41.66885068688943
2020-04-01,45.0,48.233333333333334,41.40845339293581
2020-05-01,45.0,46.8,42.73660923547082
2020-06-01,45.0,46.46666666666667,41.02099597312369
2020-07-01,45.0,47.63333333333333,39.94503558651914
2020-08-01,55.00000000000001,53.4,42.24860098321234
2020-09-01,55.00000000000001,53.93333333333333,41.87290180238149
2020-10-01,55.00000000000001,54.833333333333336,44.35136652593692
2020-11-01,55.00000000000001,54.2,40.3350661822804
2020-12-01,55.00000000000001,53.0,40.93262044062676
2021-01-01,55.00000000000001,54.90000000000001,41.063424549901654
2021-02-01,55.00000000000001,55.000000000000014,42.84658312700613
2021-03-01,50.0,50.63333333333333,44.41669325692306
2021-04-01,50.0,51.6,42.50848088026407
2021-05-01,50.0,49.93333333333333,43.40251106265281
2021-06-01,50.0,50.833333333333336,51.06259529042814
2021-07-01,50.0,50.4,50.10781501543586
2021-08-01,50.0,52.333333333333336,52.78590496714606
2021-09-01,65.0,61.53333333333333,48.23669743452502
2021-10-01,65.0,63.166666666666664,47.233459735848584
2021-11-01,65.0,63.43333333333333,47.39437350271434
2021-12-01,65.0,63.93333333333333,45.74721367240859
2022-01-01,65.0,63.3,44.72908304168671
2022-02-01,65.0,62.53333333333333,45.8976876535649
2022-03-01,55.00000000000001,56.833333333333336,44.08067739760082
2022-04-01,55.00000000000001,55.7,45.94705465293154
2022-05-01,55.00000000000001,55.5,46.267344812442204
2022-06-01,55.00000000000001,52.43333333333334,45.63742599924705
2022-07-01,55.00000000000001,50.03333333333333,45.71017556082937
2022-08-01,55.00000000000001,51.2,44.3956794561274
2022-09-01,45.0,45.2,41.97656387469344
2022-10-01,45.0,45.0,43.98256208167962
2022-11-01,45.0,45.06666666666667,43.04834593613784
2022-12-01,45.0,46.03333333333333,43.40354139143592
2023-01-01,45.0,45.0,43.8852660878401
2023-02-01,45.0,45.0,41.54587499064909
2023-03-01,45.0,45.06666666666667,42.58917625832785
2023-04-01,45.0,44.9,43.215048922761966
2023-05-01,45.0,45.0,44.03792968329343
2023-06-01,45.0,45.0,43.861622825183204
2023-07-01,45.0,45.4,44.46368830919885
2023-08-01,45.0,46.666666666666664,43.260887765338566
2023-09-01,45.0,45.166666666666664,43.927650790622316
2023-10-01,35.0,37.93333333333333,43.570061066443415
2023-11-01,35.0,36.233333333333334,42.39058575499655
2023-12-01,35.0,42.233333333333334,44.13953324557044
2024-01-01,35.0,35.6,43.888985880850186
2024-02-01,35.0,35.03333333333333,42.25847630856577
2024-03-01,35.0,35.233333333333334,41.92631328694216
2024-04-01,35.0,35.0,42.68986197248069
2024-05-01,35.0,35.06666666666667,42.102737144743244
2024-06-01,35.0,35.06666666666667,43.49481069208743
2024-07-01,35.0,34.93333333333333,41.427131166306765
2024-08-01,35.0,33.7,42.4875838368018
2024-09-01,30.0,30.833333333333332,44.07156729265658
2024-10-01,30.0,30.133333333333333,44.06953806035961
2024-11-01,30.0,30.4,43.119818654787466
2024-12-01,30.0,30.933333333333334,43.495360705124995
2025-01-01,30.0,30.166666666666668,44.76576904337883
2025-02-01,30.0,30.333333333333332,42.8356483685276
2025-03-01,30.0,30.633333333333333,44.505666018013414
2025-04-01,30.0,30.3,45.08827215842918
