,rf_projected,ridge_projected
2025-05-01,16.666666666666668,21.926764832703377
2025-06-01,16.6,21.605261387018512
2025-07-01,16.666666666666668,21.49945268804199
2025-08-01,19.466666666666665,22.22159561140386
2025-09-01,18.633333333333333,22.48936195464774
2025-10-01,18.3,21.532937094021158
2025-11-01,18.533333333333335,20.94148916346904
2025-12-01,18.3,20.74401271424265
2026-01-01,18.266666666666666,21.350275581388246
2026-02-01,19.2,21.90936553809919
2026-03-01,19.4,21.473417348496696
2026-04-01,19.4,22.087954270230632
