,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.1899998867266135,8.040049058634077,16.900293443996162,134.14751533655175,87.46872495561992,84.46927258405609,0.9245675074404627,0.0,13838.355733223667
2025-06-01,1.197143643095325,8.357116883686622,0.0,46.57373717384495,88.6663674847192,89.0731252765683,0.8113047003851939,0.0,13808.211468100359
2025-07-01,1.2057164397628202,9.305591597010828,0.0,0.0,88.63694014808057,92.91972556842587,0.6980418933299252,0.0,13778.06720297705
2025-08-01,1.2171461317821317,9.586994084935007,0.0,0.0,87.57385481037959,95.57831519634979,0.5847790862746564,0.0,13747.92293785374
2025-09-01,1.2208970011064875,9.502070338916354,0.0,0.0,86.62515528246959,93.97604170224916,0.47151627921938755,0.0,13717.778672730432
2025-10-01,1.2271476871144615,9.468319556939361,0.0,0.0,91.76168771161728,96.50172219601139,0.35825347216411885,0.0,13687.634407607124
2025-11-01,1.229648559749395,9.303220967940655,39.74919085210381,21.996649525519416,94.17379777418961,99.53755937277532,0.24499066510885004,0.0,13657.490142483815
2025-12-01,1.2308984094802515,9.489363299886268,24.887287569938174,52.90803728137992,71.49994275409335,89.38395552667536,0.13172785805358123,0.0,13627.345877360507
2026-01-01,1.230898238849634,9.621788677193331,27.962135773128523,80.90475566006124,77.62420968212079,86.87846045307171,0.018465050998312416,0.0,13597.201612237199
2026-02-01,1.2308973078615295,9.409371060095474,65.94229216900975,107.10035289812593,78.94528033743626,81.14967738551603,0.0,0.0,13567.057347113889
2026-03-01,1.224646115104713,9.000743713494412,81.94098166972033,164.1525713803616,76.81623328829312,82.70836018683916,0.0,0.0,13536.91308199058
2026-04-01,1.2146448219504182,9.417090173478554,42.54731308583507,178.73921869409773,76.91941240369111,82.55123590024257,0.0,0.0,13506.768816867272
