date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,1.1,13.605,13.449944,69.939705,98.37055,98.25722,17,70.0,3874.195384792517,35.0
2017-09-01,1.0899999999999999,12.11,5.138794,48.49943,106.127235,106.85732,11,28.0,3876.494273980279,35.0
2017-10-01,1.0899999999999999,16.59,12.352104,30.940842,71.51459,84.42224,28,67.0,3879.9334425825514,35.0
2017-11-01,1.005,10.94,12.685438,30.176336,53.818626,62.0631,5,5.0,3819.326771974234,35.0
2017-12-01,0.95,4.390000000000001,18.83049,43.86803,70.61906,60.427856,4,2.0,3759.863483003477,52.0
2018-01-01,0.975,8.385,14.039818,45.555744,50.769512,53.897285,7,25.0,3679.383241586769,52.0
2018-02-01,0.945,4.305,35.099545,67.96986,67.14364,60.008507,10,37.0,3637.4551601527355,52.0
2018-03-01,1.005,3.695,80.614334,129.75371,110.53817,81.829216,12,13.0,3596.5404199842496,52.0
2018-04-01,1.01,1.71,49.269623,164.9835,79.48153,86.96862,16,77.0,3568.2552340788307,52.0
2018-05-01,1.04,0.6799999999999999,95.241745,225.1257,174.54668,119.13637,36,136.0,3566.413860308692,52.0
2018-06-01,1.115,2.5100000000000002,21.10751,165.61888,73.01553,112.64545,12,95.0,3565.446344954824,52.0
2018-07-01,1.08,2.1,27.585894,143.93515,102.609314,129.57292,14,123.0,3565.446344983523,52.0
2018-08-01,1.13,2.7199999999999998,13.480091,62.173496,98.53129,88.07455,16,31.0,3566.5982515007527,60.0
2018-09-01,1.13,3.7299999999999995,4.6240044,45.68999,100.7387,101.245865,19,31.0,3873.0434782608695,60.0
2018-10-01,1.13,3.505,45.62912,63.733223,208.66174,161.449,23,42.0,3873.0434782608695,60.0
2018-11-01,1.065,5.88,36.589306,86.84243,126.56057,162.04149,7,52.0,3873.0434782608695,60.0
2018-12-01,1.06,11.614999999999998,16.395336,98.61376,63.40275,128.1238,11,18.0,3873.0434782608695,60.0
