date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,1.04,7.8,1.7776225,12.702098,100.80782,113.88203,23,74.0,9960.798621000838,15.0
2017-09-01,1.05,8.05,1.3356643,10.356644,95.33765,127.716995,10,14.0,10383.657647250115,15.0
2017-10-01,1.04,7.14,7.6195803,10.732867,65.18943,69.225044,27,72.0,10790.683235077708,15.0
2017-11-01,1.02,3.1,39.419582,48.374825,102.96266,90.24361,17,23.0,11175.735805369995,15.0
2017-12-01,1.02,4.17,26.43916,73.47832,76.613884,83.90207,10,2.0,9530.75,24.0
2018-01-01,1.03,5.35,17.565035,83.423775,44.028877,70.97033,24,22.0,8950.083333333334,24.0
2018-02-01,1.01,2.42,90.51608,134.52028,100.73109,78.68021,13,22.0,8369.416666666666,24.0
2018-03-01,1.03,2.67,156.91049,264.9916,141.48859,107.778076,17,8.0,7788.75,24.0
2018-04-01,1.02,3.43,75.66993,323.0965,91.252205,114.057144,30,52.0,7975.125,24.0
2018-05-01,1.04,0.43,57.755245,290.33566,154.7583,126.54313,41,71.0,8161.5,24.0
2018-06-01,1.04,-2.89,7.7034965,141.12866,124.96332,113.173164,32,56.0,8347.875,24.0
2018-07-01,1.04,-2.0,3.804196,69.26293,101.72202,150.41684,17,45.0,8347.875,24.0
2018-08-01,1.04,0.3,1.6615385,13.16923,99.08124,116.887215,35,166.0,8347.875,40.0
2018-09-01,1.06,1.39,1.653147,7.118881,100.11505,100.789406,25,251.0,8347.875,40.0
2018-10-01,1.04,-0.43,52.283916,55.598602,295.91364,266.6355,14,56.0,8347.875,40.0
2018-11-01,1.05,2.22,42.206993,96.14405,109.42377,171.00954,15,54.0,8347.875,40.0
2018-12-01,1.04,1.48,49.26853,143.75945,132.24664,159.04042,16,28.0,8347.875,40.0
2019-01-01,1.03,-0.15,108.913284,200.38881,222.2675,164.84834,23,82.0,8010.520833333333,40.0
2019-02-01,1.02,0.51,169.93846,328.12027,184.48979,187.85779,11,18.0,7673.166666666667,40.0
2019-03-01,1.02,-0.32,111.30909,390.16083,101.63892,157.74443,31,62.0,7335.8125,40.0
2019-04-01,1.04,1.14,137.0042,418.25177,160.6323,147.13626,24,44.0,6998.458333333333,40.0
2019-05-01,1.05,1.69,24.744057,273.0573,73.35068,119.13984,28,164.0,6661.104166666666,40.0
2019-06-01,1.06,1.75,10.938461,172.68672,156.7854,137.61414,22,111.0,6323.75,40.0
2019-07-01,1.08,4.41,4.5692306,40.251743,110.56111,91.65575,53,178.0,6224.083333333333,40.0
2019-08-01,1.07,2.66,1.7496502,17.257341,100.39177,143.18704,34,52.0,6124.416666666667,15.0
2019-09-01,1.07,0.85,1.3006994,7.61958,94.8115,104.953575,58,291.0,6024.75,15.0
2019-10-01,1.07,2.66,19.73986,22.79021,127.79961,122.27768,48,226.0,5925.083333333333,15.0
2019-11-01,1.07,2.05,60.57203,81.61258,151.99312,146.44043,58,177.0,5825.416666666667,15.0
2019-12-01,1.04,-0.11,20.822376,101.13427,62.92638,113.46936,22,75.0,5725.75,15.0
2020-01-01,1.04,1.15,56.918884,138.3133,120.81608,115.025536,37,68.0,5755.75,15.0
2020-02-01,1.04,1.94,72.13566,149.87692,81.34712,87.34033,26,46.0,5785.75,15.0
2020-03-01,1.06,4.1,125.84335,254.8979,114.33997,103.748764,32,85.0,5815.75,15.0
2020-04-01,1.04,0.8,142.96225,340.94125,167.37193,120.260574,17,16.0,5845.75,30.0
2020-05-01,0.99,-5.77,66.962234,335.76785,177.4633,146.00955,14,16.0,5875.75,30.0
2020-06-01,1.05,-0.29,4.613986,214.53847,94.57204,170.0273,18,63.0,5905.75,30.0
