,rf_projected,ridge_projected
2025-05-01,30.733333333333334,35.37285833967244
2025-06-01,30.3,35.01186903123238
2025-07-01,30.733333333333334,31.65950882859713
2025-08-01,30.233333333333334,33.93099493832966
2025-09-01,29.666666666666668,34.35965875467565
2025-10-01,29.6,34.58978647741512
2025-11-01,29.833333333333332,34.68616163547907
2025-12-01,29.133333333333333,32.7682626902548
2026-01-01,29.733333333333334,31.222247799625848
2026-02-01,29.366666666666667,31.030244446429002
2026-03-01,30.366666666666667,32.10660088027487
2026-04-01,29.066666666666666,33.87182704644669
