,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,0.989998708122823,-11.035837113304368,16.810437884800155,112.2052218060409,93.26012452936965,85.06443026963319,0.7913135705876401,0.029102776724048728,6985.457754564064
2025-06-01,1.0000027906331923,-12.047315571073103,0.0,19.779573000611542,86.46934848129037,83.6549589820735,0.7614513174327754,0.024196003364253628,6984.9155091866
2025-07-01,1.0128605969389606,-11.855872748482662,0.0,0.0,97.30361372869544,93.93919561888265,0.7315890642779106,0.019289230004458525,6984.373263809136
2025-08-01,1.0157192527649315,-11.440011218107731,0.0,0.0,86.39911538744903,95.63697188712223,0.7017268111230458,0.014382456644663425,6983.831018431672
2025-09-01,1.020722834358677,-11.678838444242087,0.0,0.0,86.1535709551732,97.80087877418764,0.671864557968181,0.009475683284868325,6983.288773054209
2025-10-01,1.0244712572361443,-11.887270095716909,0.0,0.0,90.77405156953263,90.1342851935566,0.6420023048133163,0.004568909925073222,6982.746527676744
2025-11-01,1.0182220951004215,-12.308804377994923,24.17155884713388,0.0,91.55398343584183,91.4582667378682,0.6121400516584515,0.0,6982.204282299281
2025-12-01,1.015719569942475,-12.058875952530592,24.516260865341536,18.526831177828782,77.25285766793183,84.16024638263829,0.5822777985035867,0.0,6981.662036921817
2026-01-01,1.0144665091998528,-11.614869161823503,33.94649713666613,55.4040964787099,83.2387392418126,83.15664886782257,0.5524155453487221,0.0,6981.119791544354
2026-02-01,1.0057175787927037,-12.202243087258402,77.36731060877837,108.58801454045201,84.83055985856417,81.69966376118133,0.5225532921938573,0.0,6980.577546166889
2026-03-01,0.9982130714681823,-13.189999045307538,82.31639116502568,166.4030690269871,85.96013420519905,84.50281120483005,0.4926910390389925,0.0,6980.0353007894255
2026-04-01,0.9819682516907481,-12.74619790402967,35.9986130877612,168.45609156815212,73.96058165604812,82.1947897572478,0.46282878588412774,0.0,6979.493055411962
