,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.2128557853670066,-1.912862348740759,16.24749862615679,86.34533216734656,106.97432426144931,88.3240181450924,2.7397962685037824,0.4599802182923768,10788.322629909431
2025-06-01,1.2057126637745654,-2.2014208356710774,0.0,40.04049404753862,82.01545898899994,99.36538565010781,2.62648608559159,0.0,10788.28162347048
2025-07-01,1.1971415866754196,-2.048472735736981,0.0,0.0,79.21556723008304,108.22930761313353,2.5131759026793983,0.0,10788.240617031532
2025-08-01,1.2214283543568831,-1.4956541417675977,0.0,0.0,78.5690527897813,84.65419126956976,2.399865719767206,0.0,10788.199610592583
2025-09-01,1.2289285215113932,-0.6455770118245666,0.0,0.0,77.83102886628758,81.63800251766382,2.286555536855014,0.0,10788.158604153632
2025-10-01,1.2326782338984512,-0.7591911518443951,0.0,0.0,80.20040680153275,82.67734217655142,2.1732453539428223,0.0,10788.117597714683
2025-11-01,1.2201779530964214,-0.9266554686832514,21.581632561595825,9.588312463057122,98.4753091755496,97.61889845216841,2.05993517103063,0.0,10788.076591275734
2025-12-01,1.2114274330525443,-1.020272316846885,13.717843939720485,31.879824008571248,47.69380336960334,72.81076363663352,1.9466249881184379,0.0,10788.035584836784
2026-01-01,1.1814272228463343,-0.6854317763157034,25.755203693057076,58.8629656184566,74.6151486256017,73.6397046075732,1.8333148052062458,0.0,10787.994578397835
2026-02-01,1.157678953033186,-2.149315371347597,36.45908247416057,73.74118635720349,70.42679915292403,66.55399079085954,1.7200046222940537,0.0,10787.953571958884
2026-03-01,1.180178149423042,-2.556990976023536,38.158473670249265,98.17482760283777,71.73530620594398,74.47757855064458,1.6066944393818616,0.0,10787.912565519935
2026-04-01,1.2076792507754424,-1.7246280741940294,29.68237943314364,102.10432254695905,80.81432154831688,76.35049570486532,1.4933842564696698,0.0,10787.871559080986
