date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,1.01,-0.77,0.57382953,15.669868,97.360664,153.91263,129,165.0,16715.537457544888,32.0
2017-09-01,1.01,-1.01,0.8067227,14.635054,97.036934,158.18997,93,228.0,16719.30334010863,32.0
2017-10-01,1.01,-0.43,4.0504203,5.430972,83.92395,83.494286,94,379.0,16716.92240608954,32.0
2017-11-01,1.04,1.58,22.89916,27.756302,132.47273,117.70812,82,113.0,16708.954996136476,32.0
2017-12-01,1.02,-0.02,29.968786,56.91837,122.61658,122.94371,117,183.0,16696.68445403305,32.0
2018-01-01,1.02,1.22,8.073229,60.941177,39.639397,90.89014,101,245.0,16681.15769849402,32.0
2018-02-01,1.02,0.2,56.60144,94.64345,117.75243,95.73447,76,94.0,16820.64157051682,32.0
2018-03-01,1.03,0.44,48.54742,113.22209,116.724754,97.56737,85,151.0,16959.848732670274,32.0
2018-04-01,1.04,2.12,26.788715,131.93758,84.52142,108.85378,100,243.0,17214.282695934013,32.0
2018-05-01,1.04,1.2,24.07683,99.41297,129.43385,108.82039,143,764.0,17397.928363607287,32.0
2018-06-01,1.03,1.57,3.2773108,54.142857,118.225006,103.62089,152,495.0,17578.336334142838,32.0
2018-07-01,1.04,1.93,6.72509,34.07923,109.54586,129.53308,183,763.0,17804.33984428189,32.0
2018-08-01,1.03,1.95,0.52340937,10.52581,96.47995,115.60877,99,1190.0,17813.456248515773,35.0
2018-09-01,1.04,2.51,0.9039616,8.152461,98.6619,105.962906,68,316.0,17817.222131079514,35.0
2018-10-01,1.06,4.41,7.933974,9.361345,119.93587,114.954796,102,552.0,17814.841197060425,35.0
2018-11-01,1.06,1.82,16.829533,25.667465,103.652504,110.202,93,753.0,17806.87378710736,35.0
2018-12-01,1.06,3.42,31.719086,56.48259,128.75392,122.07843,88,527.0,16706.42105263158,35.0
2019-01-01,1.05,2.84,40.691475,89.2401,138.54134,129.896,63,108.0,16480.41754385965,35.0
2019-02-01,1.05,2.82,86.25571,158.66626,174.4372,157.24568,64,303.0,16254.41403508772,35.0
2019-03-01,1.04,1.79,72.94478,199.89194,169.90706,169.09502,51,241.0,16028.41052631579,35.0
2019-04-01,1.05,0.51,51.35414,210.55461,149.8372,171.34767,109,442.0,15802.40701754386,35.0
