,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.1442941092533572,-1.906439886142172,5.7207879336799605,99.06921348507345,86.19293834959093,85.96321119139223,0.34533175678571304,0.0,14689.16575970558
2025-06-01,1.1464410154465063,-2.2993071100254436,0.0,14.731335084532622,82.92742045606167,89.53346723494482,0.0,0.0,14689.131519420915
2025-07-01,1.1564419674153752,-2.1985796833075466,0.0,0.0,80.10696054609467,88.75359481736089,0.0,0.0,14689.097279136247
2025-08-01,1.1671501344928652,-1.5485834904558138,0.0,0.0,81.2891228044093,85.81906359149785,0.0,0.0,14689.063038851582
2025-09-01,1.1690192797946048,-1.8873331663501234,0.0,0.0,82.69797579161235,84.96181382407416,0.0,0.0,14689.028798566917
2025-10-01,1.1702623220122386,-1.7585867504853874,0.0,0.0,92.6968722598335,95.29553552193465,0.0,0.0,14688.994558282251
2025-11-01,1.1802587960264526,-1.1642088346556303,14.085550208490702,0.0,83.58918701043737,88.71280937076382,0.0,0.0,14688.960317997586
2025-12-01,1.1771341628089544,-1.1529415455228809,12.665134636411398,10.857200366306408,55.23474822896892,71.3197539447227,0.0,0.0,14688.92607771292
2026-01-01,1.1727624992226404,-1.7879425735530774,24.214259287031062,43.814962291083305,70.60990965795818,70.13998192010297,0.0,0.0,14688.891837428253
2026-02-01,1.164642712171502,-2.4372888796815966,53.30893189243936,83.03189840376007,72.55579135194488,68.79227684416382,0.0,0.0,14688.857597143588
2026-03-01,1.1577762175772968,-2.6879049734123623,66.22054579802217,136.58491910484955,78.16087080947318,76.28796453464834,0.0,0.0,14688.823356858922
2026-04-01,1.1577844204297776,-2.3997714966296755,26.560660918715612,138.91727445013544,80.48742584250112,78.57227679052997,0.0,0.0,14688.789116574257
