,rf_projected,ridge_projected
2025-05-01,30.066666666666666,32.41188366089699
2025-06-01,30.006666666666668,33.21562028375391
2025-07-01,30.066666666666666,33.754391021956664
2025-08-01,30.066666666666666,33.86474219723419
2025-09-01,30.066666666666666,33.69745455967075
2025-10-01,30.006666666666668,33.574927530185604
2025-11-01,30.066666666666666,33.572049571537974
2025-12-01,29.946666666666665,34.15990682551282
2026-01-01,29.88,33.936091919691194
2026-02-01,29.7,33.92614641465893
2026-03-01,29.88,33.2137629342788
2026-04-01,29.88,32.601333866758
