,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.1564286597752484,1.1442635515893005,12.86397410209368,81.09173555868858,95.21509981917312,86.30386102960232,4.759176940977569,4.491269523792758,39216.738304758284
2025-06-01,1.16785790970284,0.2743081787043754,0.0,32.216518734050354,94.26873674663857,91.56215655455213,4.491836228780783,3.6393343164562735,39216.6530801317
2025-07-01,1.1700099341602448,0.18644563826348365,0.0,1.0972319960036856,91.62566813141595,98.33716295710363,4.224495516583997,2.7873991091197885,39216.56785550512
2025-08-01,1.1771565029444127,0.9107141113656784,0.0,0.0,91.63334267050811,97.5317152358834,3.9571548043872107,1.935463901783304,39216.482630878534
2025-09-01,1.182784316737514,0.7069122512969743,0.0,0.0,92.11391444384229,95.68403000490964,3.6898140921904248,1.0835286944468194,39216.397406251956
2025-10-01,1.1827817433733003,0.4556970576746028,2.358458088709492,0.0,100.6018655262998,103.62867062869098,3.4224733799936384,0.23159348711033445,39216.31218162537
2025-11-01,1.1721587765815193,0.21259260641801292,14.929481587104654,7.541759993304492,87.47520087480152,94.1976871883243,3.1551326677968525,0.0,39216.22695699879
2025-12-01,1.1690293295950829,0.6094997407861923,19.237947897062668,29.752553546779097,63.4051320829789,76.95768863566947,2.8877919556000666,0.0,39216.141732372205
2026-01-01,1.164023611407521,0.9145179909757821,28.27775318065922,55.67113139017338,75.57971553588573,74.84477768151847,2.6204512434032807,0.0,39216.05650774563
2026-02-01,1.1552745465197958,0.4357440296181109,50.23458639179737,90.97590414061409,82.60196409617231,76.77873098542062,2.353110531206495,0.0,39215.97128311904
2026-03-01,1.1552789489164477,-0.06987697980399343,47.27505624256735,119.01224195377594,81.47592736691917,82.5937050002821,2.0857698190097085,0.0,39215.88605849246
2026-04-01,1.15777873545618,0.1901227409020776,25.87336344424343,116.60710668765323,80.82196698167738,84.00091815077792,1.8184291068129226,0.0,39215.80083386588
