,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population
2025-05-01,1.1647976628524608,-2.1267991917253526,22.672933142343584,103.7463976000953,86.3727628313694,83.41602250209648,0.0,0.0,6545.6666859894
2025-06-01,1.1625176100139627,-2.358580447270758,3.080927637047015,21.53710057097996,99.05822125979276,75.91959895422241,0.0,0.0,6545.666704975749
2025-07-01,1.160299563086196,-2.2408216330562136,24.937426979868842,0.0,106.04052980681547,77.53965646514588,0.0,0.0,6545.666723962098
2025-08-01,1.1581445612378407,-2.2341298061668513,8.83987740788012,0.0,85.07976964737284,80.89351318562926,0.0,0.0,6545.666742948447
2025-09-01,1.152537036850685,-2.3734602010666728,0.0,0.0,56.08421527211013,72.27383588714672,0.0,0.0,6545.666761934795
2025-10-01,1.1463547926158226,-2.667033863558111,0.0,0.0,92.19252030247634,55.07739557215915,0.0,0.0,6545.666780921144
2025-11-01,1.141477748176208,-2.8332129658586873,10.66406153767993,0.0,107.30302134763276,66.99350572162822,0.0,0.0,6545.6667999074925
2025-12-01,1.1329019287395923,-2.812621777327036,18.293009124432484,0.0,72.56482938223154,64.17114384684707,0.0,0.0,6545.666818893841
2026-01-01,1.130006901499956,-2.602713667609848,30.97877426904794,0.0,72.50002813465012,55.32051194238166,0.0,0.0,6545.6668378801905
2026-02-01,1.1215433811132154,-2.877849047176962,54.074096534592755,36.238985674097435,62.54068363746134,42.14422140778556,0.0,0.0,6545.666856866539
2026-03-01,1.1175068798351528,-3.1179552741361944,76.1752078024725,94.12288342153003,100.61868429156385,54.085914914445176,0.0,0.0,6545.666875852888
2026-04-01,1.1185287732431701,-3.2595926928221783,55.520411647239555,118.65856920365809,86.83583869261986,58.000020211681935,0.0,0.0,6545.666894839236
