,rf_projected,ridge_projected
2025-05-01,28.973333333333333,27.082886807165618
2025-06-01,32.72,27.541630868641704
2025-07-01,32.84,26.723980304172663
2025-08-01,32.84,26.252151960057212
2025-09-01,33.20666666666666,25.997650592315008
2025-10-01,31.906666666666666,25.604933998904947
2025-11-01,31.113333333333333,25.908262294031083
2025-12-01,31.526666666666667,26.04249931038168
2026-01-01,28.713333333333335,27.054811327525005
2026-02-01,26.453333333333333,26.00610683607431
2026-03-01,25.906666666666666,26.402361995837623
2026-04-01,33.98,25.455953915953977
