,rf_projected,ridge_projected
2025-05-01,23.266666666666666,21.768947148623162
2025-06-01,22.433333333333334,21.309578318914866
2025-07-01,23.2,20.87006891264413
2025-08-01,24.666666666666668,20.829668021370985
2025-09-01,24.666666666666668,20.711777913739972
2025-10-01,23.2,20.95609236069705
2025-11-01,24.266666666666666,20.812697204212338
2025-12-01,23.0,20.643213239788285
2026-01-01,22.333333333333332,20.724401865026046
2026-02-01,22.3,20.551511255777157
2026-03-01,22.3,21.024305681567977
2026-04-01,24.0,21.615720436522807
