date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,1.03,4.45,5.4832215,35.208057,115.55818,128.15431,0,0.0,,45.0
2017-09-01,1.04,3.93,5.946309,30.872486,97.5712,143.20801,0,0.0,,45.0
2017-10-01,1.04,3.7,10.879194,22.308723,61.417854,75.55332,0,0.0,,45.0
2017-11-01,1.03,1.46,40.80537,57.63087,124.26565,97.96175,0,0.0,,45.0
2017-12-01,1.03,2.72,32.161076,83.84564,119.376495,105.96475,0,0.0,,45.0
2018-01-01,1.03,4.16,10.375839,83.342285,36.74242,89.14177,0,0.0,,45.0
2018-02-01,1.02,1.59,90.731544,133.26846,112.24132,93.28546,0,0.0,,45.0
2018-03-01,1.03,1.52,117.60403,218.71143,125.26572,104.04523,0,0.0,,45.0
2018-04-01,1.03,2.27,75.342285,283.67783,106.939316,116.26413,1,0.0,,45.0
2018-05-01,1.04,1.81,76.241615,269.18793,177.97371,131.40912,0,0.0,,45.0
2018-06-01,1.05,1.68,23.979866,175.56377,165.18112,140.71228,0,0.0,,45.0
2018-07-01,1.06,2.21,12.442953,112.66443,118.188286,173.16069,4,10.0,,45.0
2018-08-01,1.06,2.39,3.8389263,40.261745,97.43287,144.26184,0,0.0,,20.0
2018-09-01,1.07,3.03,7.5637584,23.845638,111.98852,115.15585,0,0.0,986.8571428571429,20.0
2018-10-01,1.06,2.21,87.95973,99.36242,359.55142,288.73294,0,0.0,,20.0
2018-11-01,1.06,2.84,29.114094,124.63758,92.54832,202.7678,0,0.0,,20.0
2018-12-01,1.06,2.85,33.221474,150.2953,122.78292,185.21819,0,0.0,986.8571428571429,20.0
2019-01-01,1.06,2.17,62.2349,124.57047,160.66588,130.74306,0,0.0,,20.0
2019-02-01,1.05,2.59,142.4698,237.92618,172.90231,163.89479,0,0.0,,20.0
2019-03-01,1.05,2.4,113.30872,318.01343,120.87716,150.22928,0,0.0,,20.0
2019-04-01,1.06,2.7,113.355705,369.13422,157.53694,150.68143,1,0.0,,20.0
2019-05-01,1.07,2.95,27.751678,254.4161,71.74818,124.32948,0,0.0,,20.0
2019-06-01,1.07,1.62,16.36913,157.47652,121.80101,126.61699,0,0.0,986.8571428571429,20.0
2019-07-01,1.08,2.36,12.161075,56.28188,116.27837,90.185394,2,0.0,,20.0
2019-08-01,1.07,1.05,5.1744967,33.704704,112.15507,123.36271,1,0.0,,15.0
2019-09-01,1.07,0.36,4.3691273,21.7047,83.5128,106.608925,0,0.0,,15.0
2019-10-01,1.07,0.96,39.557045,49.10067,172.3386,149.67693,1,0.0,,15.0
2019-11-01,1.07,1.24,63.30201,107.22818,185.2969,175.53754,2,0.0,,15.0
2019-12-01,1.06,0.1,10.791946,113.65099,50.730156,141.51312,0,0.0,986.8571428571429,15.0
2020-01-01,1.06,-0.13,56.248325,130.34227,146.36024,136.5671,0,0.0,,15.0
2020-02-01,1.06,0.96,77.19463,144.2349,96.36984,100.684166,0,0.0,,15.0
2020-03-01,1.08,2.43,118.27516,251.71812,125.95142,119.39621,0,0.0,,15.0
2020-04-01,1.08,1.95,129.349,324.8188,178.82475,132.83351,0,0.0,,20.0
2020-05-01,1.13,5.96,60.255035,307.8792,142.95236,149.95256,0,0.0,,20.0
2020-06-01,1.11,4.2,14.0,203.60402,108.2973,162.56389,0,0.0,955.5,20.0
2020-07-01,1.1,1.92,11.281879,85.53692,110.3212,133.23853,0,0.0,,20.0
2020-08-01,1.09,2.39,4.2416105,29.523489,101.87172,110.03602,0,0.0,,15.0
2020-09-01,1.1,2.35,5.6107383,21.134228,94.58005,104.33152,4,0.0,,15.0
2020-10-01,1.08,1.29,10.416107,20.268456,59.626717,69.908646,0,0.0,,15.0
2020-11-01,1.1,2.52,65.77181,81.79867,191.99724,135.76291,0,0.0,,15.0
2020-12-01,1.1,4.08,20.087248,96.27517,80.590454,120.78925,0,0.0,928.25,15.0
2021-01-01,1.11,5.18,11.013424,96.87248,38.266003,102.79441,1,0.0,,15.0
2021-02-01,1.12,6.1,31.90604,63.006714,43.27082,45.882027,0,0.0,,15.0
2021-03-01,1.12,4.47,153.49664,196.4161,161.93755,93.675964,0,0.0,883.5,15.0
2021-04-01,1.13,4.32,50.362415,235.76512,73.68994,96.96743,0,0.0,,15.0
2021-05-01,1.13,-0.23,38.402683,242.26175,95.08103,118.504295,1,0.0,,15.0
2021-06-01,1.13,1.94,12.080537,100.84565,97.35663,82.484886,0,0.0,1039.75,15.0
2021-07-01,1.16,4.95,11.496644,61.979862,111.776375,98.570816,0,0.0,,15.0
2021-08-01,1.19,8.53,4.060403,27.637585,99.87424,104.0251,8,55.0,,15.0
2021-09-01,1.18,7.6,5.657718,21.214766,94.99881,104.65304,21,120.0,,35.0
2021-10-01,1.19,10.06,26.369127,36.08725,121.33012,113.67351,14,39.0,,35.0
2021-11-01,1.22,11.37,17.52349,49.55034,61.104107,85.32288,14,32.0,,35.0
2021-12-01,1.25,13.05,32.691277,76.5839,121.07972,97.303795,23,36.0,1039.75,35.0
2022-01-01,1.23,11.02,63.154358,113.369125,162.86304,119.44034,22,43.0,,35.0
2022-02-01,1.22,8.9,64.51007,160.35571,81.49771,111.560394,21,37.0,,35.0
2022-03-01,1.23,9.42,86.63087,214.2953,93.62014,101.99134,23,18.0,,35.0
2022-04-01,1.22,7.97,39.939598,191.08054,59.81669,78.97084,18,20.0,1039.75,35.0
2022-05-01,1.23,9.12,39.879196,166.44966,98.31559,82.1701,56,124.0,,35.0
2022-06-01,1.26,10.9,13.684565,93.50336,106.49936,76.763084,75,140.0,,35.0
2022-07-01,1.26,9.32,14.959732,68.52349,135.24124,108.200745,34,85.0,,35.0
2022-08-01,1.27,6.55,6.395973,35.040268,125.6196,127.61953,43,138.0,,35.0
2022-09-01,1.28,8.7,5.2214766,26.577183,91.11031,126.060555,52,129.0,,35.0
2022-10-01,1.29,7.7,13.838926,25.456377,72.86556,84.26174,23,21.0,,35.0
2022-11-01,1.38,12.95,45.302013,64.36241,136.46461,108.49063,12,3.0,,35.0
2022-12-01,1.33,6.73,11.630873,70.77181,53.425133,90.37181,24,11.0,862.5,35.0
2023-01-01,1.25,1.68,46.785236,103.718124,123.74705,109.702,14,16.0,,35.0
2023-02-01,1.26,3.28,107.10068,165.51678,131.43346,115.042404,7,1.0,,35.0
2023-03-01,1.19,-3.12,43.067116,196.95302,49.110634,93.92568,13,2.0,,35.0
2023-04-01,1.18,-3.13,24.859058,175.02684,39.743793,72.505264,12,7.0,,40.0
2023-05-01,1.18,-4.13,30.563759,98.48994,77.90852,49.599274,11,1.0,,40.0
2023-06-01,1.24,-1.22,10.47651,65.89932,88.21391,55.251427,10,2.0,,40.0
2023-07-01,1.19,-5.71,11.221476,52.26174,109.91192,84.26916,2,0.0,,40.0
2023-08-01,1.21,-4.58,4.1543627,25.85235,100.90997,98.33506,8,4.0,,40.0
2023-09-01,1.22,-4.81,5.885906,21.261744,97.03278,104.840576,4,2.0,,40.0
2023-10-01,1.24,-3.19,14.536913,24.577183,75.56525,81.82933,10,0.0,,25.0
2023-11-01,1.23,-11.1,17.228188,37.65101,60.30297,66.71099,6,0.0,,25.0
2023-12-01,1.18,-11.38,13.536913,45.302013,59.54811,59.994392,5,7.0,,25.0
2024-01-01,1.16,-7.48,14.006712,44.77181,45.418827,50.222237,1,2.0,,25.0
2024-02-01,1.14,-9.81,91.919464,119.46309,113.634094,83.9714,4,0.0,,25.0
2024-03-01,1.11,-7.04,91.557045,197.48323,98.65326,94.17227,0,0.0,,45.0
2024-04-01,1.09,-7.62,160.14095,343.61746,219.81027,140.40463,6,2.0,,45.0
2024-05-01,1.08,-8.99,36.926174,288.62418,91.84648,140.72426,2,0.0,,45.0
2024-06-01,1.05,-15.53,13.469799,210.5369,105.27524,167.96663,2,4.0,,45.0
2024-07-01,1.05,-11.52,11.248322,61.644295,110.09382,98.07698,6,1.0,,45.0
2024-08-01,1.05,-12.87,4.9261746,29.644295,109.41777,110.42105,1,0.0,,45.0
2024-09-01,1.05,-14.03,5.7114096,21.885906,95.47739,107.33232,2,2.0,,25.0
2024-10-01,1.04,-16.1,19.71812,30.355705,95.605225,97.8164,5,9.0,,25.0
2024-11-01,1.05,-14.7,23.536913,48.966446,77.41795,84.409615,8,0.0,,25.0
2024-12-01,1.04,-11.45,15.342281,58.597317,65.34769,75.85149,0,0.0,,25.0
2025-01-01,1.06,-8.61,34.53691,73.41611,94.47821,79.12576,14,0.0,984.25,25.0
2025-02-01,1.06,-6.78,70.456375,120.33557,88.46951,84.560036,7,2.0,,25.0
2025-03-01,1.05,-5.05,71.8255,176.81877,78.49335,84.5615,2,0.0,,30.0
2025-04-01,1.05,-4.02,48.859062,191.14093,71.68891,78.99517,1,0.0,,30.0
