date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,1.01,0.55,1.6009175,18.692661,98.62469,149.76224,16,0.0,,15.0
2017-09-01,1.01,0.09,3.5779817,18.811926,94.65799,159.05261,14,38.0,,15.0
2017-10-01,1.01,-0.36,6.233945,11.412844,72.530014,77.259705,17,29.0,,15.0
2017-11-01,1.04,0.93,48.72018,58.53211,161.26114,132.73657,9,22.0,,15.0
2017-12-01,1.02,-1.47,46.24312,101.19725,140.59883,141.13051,10,2.0,,15.0
2018-01-01,1.01,-1.34,13.894495,108.8578,37.851032,104.791275,4,1.0,,15.0
2018-02-01,1.01,-2.19,121.15138,181.289,129.6033,107.47519,5,15.0,,15.0
2018-03-01,1.02,-1.87,149.72476,284.77063,141.9567,117.67386,6,0.0,,15.0
2018-04-01,1.04,0.84,97.30734,368.18353,106.31006,127.55543,17,0.0,,15.0
2018-05-01,1.04,-0.54,91.178894,338.211,174.72935,137.13426,15,2.0,,15.0
2018-06-01,1.05,-0.62,10.619266,199.10551,157.5927,134.99889,12,10.0,,15.0
2018-07-01,1.03,-0.54,5.6513762,107.44954,115.57414,175.23227,5,5.0,,15.0
2018-08-01,1.03,2.01,1.3073394,17.57798,94.23833,142.7163,31,11.0,,10.0
2018-09-01,1.04,2.4,3.7247705,10.683486,96.277794,104.75841,13,16.0,3462.4,10.0
2018-10-01,1.04,2.22,41.22936,46.261467,298.4718,241.30164,15,3.0,,10.0
2018-11-01,1.04,0.17,28.811926,73.76605,101.49911,164.56459,21,20.0,,10.0
2018-12-01,1.06,3.77,59.55046,129.59174,177.111,178.86526,6,3.0,3462.4,10.0
2019-01-01,1.05,4.0,94.14679,182.50919,198.61914,172.57779,8,1.0,,10.0
2019-02-01,1.04,3.69,182.61926,336.31653,192.75314,196.91478,11,2.0,,10.0
2019-03-01,1.04,2.31,126.60551,403.37158,120.74526,165.8369,2,0.0,,10.0
2019-04-01,1.04,0.42,117.13761,426.36243,126.91618,147.44118,16,16.0,,10.0
2019-05-01,1.05,0.53,34.41743,278.16055,71.61012,113.14036,6,0.0,,10.0
2019-06-01,1.05,0.16,7.8256884,159.38072,129.40651,108.72423,14,4.0,3441.4,10.0
2019-07-01,1.06,2.22,6.683487,48.926605,126.77319,84.03486,17,44.0,,10.0
