date,wfp_price_mean,wfp_inflation_mean,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct
2017-08-01,0.96,4.52,2.3943088,20.84553,99.66577,95.111305,12,6.0,,22.0
2017-09-01,0.96,3.86,2.378049,14.126018,98.29939,101.17845,11,9.0,,22.0
2017-10-01,0.96,1.13,9.487805,14.260162,67.2821,72.79599,9,4.0,,22.0
2017-11-01,1.01,5.25,20.276423,32.142277,57.98985,59.307808,8,5.0,,22.0
2017-12-01,1.0,9.06,26.857723,56.621956,68.23198,60.525887,6,12.0,13103.57142857143,37.0
2018-01-01,1.01,8.07,21.223577,68.35773,50.83744,55.755554,5,42.0,,37.0
2018-02-01,1.0,8.17,57.571136,105.65244,72.49073,63.074905,25,56.0,,37.0
2018-03-01,1.0,4.16,125.05488,203.84958,122.13155,89.104675,11,26.0,11658.57142857143,37.0
2018-04-01,1.0,3.33,74.33537,256.9614,101.45311,100.36733,11,12.0,,37.0
2018-05-01,1.01,0.84,72.00407,271.39432,156.03232,123.36943,23,39.0,,37.0
2018-06-01,0.97,-1.99,9.5264225,155.86588,92.07678,120.6553,22,134.0,8781.866666666667,37.0
2018-07-01,0.98,0.5,9.245935,90.77642,101.91351,138.59303,23,22.0,,37.0
2018-08-01,0.97,1.47,2.4735773,21.245934,100.73421,96.58479,28,111.0,,40.0
2018-09-01,0.99,2.57,2.636179,14.355692,101.738525,102.39345,4,10.0,8781.866666666667,40.0
2018-10-01,1.05,9.24,45.76626,50.876015,235.76108,211.18979,10,47.0,,40.0
2018-11-01,1.05,4.24,41.319107,89.72154,106.26653,151.24886,15,49.0,,40.0
2018-12-01,1.05,4.7,22.808945,109.8943,59.560417,112.85068,12,17.0,8781.866666666667,40.0
2019-01-01,1.04,3.35,99.75407,163.88211,203.07788,128.35889,8,33.0,,40.0
2019-02-01,1.03,3.39,108.72358,231.28659,131.75253,134.68979,31,159.0,,40.0
2019-03-01,1.03,2.35,84.65854,293.13617,84.19627,127.19837,12,18.0,,40.0
2019-04-01,1.04,4.15,158.09756,351.47968,208.56718,136.58086,18,39.0,,40.0
2019-05-01,1.04,2.86,36.10569,278.8618,83.291916,126.70256,11,59.0,,40.0
2019-06-01,1.05,8.26,24.17683,218.38008,184.93945,167.54323,25,112.0,8594.777777777777,40.0
2019-07-01,1.01,3.62,9.186993,69.469505,101.491844,107.76091,21,137.0,,40.0
2019-08-01,0.98,1.26,2.4715447,35.83537,100.70682,150.27377,36,171.0,,30.0
2019-09-01,0.99,0.12,2.3191056,13.977643,97.514084,100.39353,38,217.0,,30.0
2019-10-01,0.99,-5.4,17.589432,22.380081,104.90646,103.48616,35,313.0,,30.0
2019-11-01,0.99,-5.49,54.101627,74.01016,135.59254,126.16134,7,47.0,,30.0
2019-12-01,1.03,-1.86,13.522358,85.21342,39.670666,88.608795,30,127.0,8594.777777777777,30.0
2020-01-01,1.03,-1.72,40.085365,107.70935,87.4032,85.664764,18,47.0,,30.0
2020-02-01,1.02,-1.24,38.31301,91.92073,50.179554,55.247456,16,41.0,,30.0
2020-03-01,0.97,-5.15,90.78049,169.17885,89.94526,74.31258,18,55.0,,30.0
2020-04-01,0.95,-8.37,119.13618,248.22968,158.74385,97.02188,18,76.0,,25.0
2020-05-01,0.97,-7.55,71.123985,281.04065,154.24902,127.675095,18,83.0,,25.0
2020-06-01,0.96,-8.44,9.971545,200.2317,94.89823,153.93129,34,132.0,7595.333333333333,25.0
2020-07-01,0.96,-5.15,10.924797,92.02033,113.923874,140.39304,16,30.0,,25.0
2020-08-01,1.01,2.51,2.3272357,23.223577,98.76171,103.8625,29,62.0,,35.0
2020-09-01,0.92,-6.88,3.1463413,16.398375,108.53553,113.19944,23,58.0,,35.0
2020-10-01,0.87,-11.87,6.5792685,12.052845,53.774708,64.453186,39,233.0,,35.0
2020-11-01,0.93,-6.22,56.729675,66.455284,141.62187,114.097916,13,21.0,,35.0
2020-12-01,0.9,-12.7,36.489838,99.79878,88.86177,102.93473,14,32.0,9408.777777777777,35.0
2021-01-01,0.89,-12.89,14.569106,107.78861,37.93698,85.725006,17,55.0,,35.0
2021-02-01,0.93,-8.96,26.68496,77.743904,36.708073,47.166275,31,48.0,,35.0
2021-03-01,0.98,0.98,221.21951,262.47357,212.43756,114.116325,31,59.0,11265.111111111111,25.0
2021-04-01,1.02,7.08,72.91667,320.82114,99.6389,124.83442,25,97.0,,25.0
2021-05-01,1.04,7.43,41.382114,335.5183,93.98347,151.99136,44,154.0,,25.0
2021-06-01,1.02,6.28,8.402439,122.701225,84.95234,95.780594,67,429.0,13688.444444444445,25.0
2021-07-01,0.99,3.28,9.130081,58.91463,101.08471,92.48751,37,356.0,,25.0
2021-08-01,0.98,-2.72,2.3882115,19.92073,99.58359,91.70805,19,139.0,,25.0
2021-09-01,0.99,7.25,2.2947154,13.813008,97.189125,99.5226,4,0.0,,25.0
2021-10-01,0.97,10.99,12.815041,17.497967,82.73395,85.033646,1,0.0,,25.0
2021-11-01,0.98,5.5,24.989838,40.099594,68.80349,72.01384,14,22.0,,25.0
2021-12-01,0.99,10.45,36.056908,73.861786,87.93453,77.459076,11,10.0,13665.555555555555,25.0
2022-01-01,1.0,11.77,65.70731,126.75406,137.07431,100.1397,36,22.0,,25.0
2022-02-01,0.97,4.7,29.68496,131.44917,40.18367,77.77974,18,28.0,,25.0
2022-03-01,1.03,4.28,73.583336,168.9756,73.79581,74.22586,30,31.0,,50.0
2022-04-01,1.02,-0.31,43.88821,147.15651,62.51765,58.29692,34,26.0,13552.888888888889,50.0
2022-05-01,1.09,4.72,38.357723,155.82925,87.85518,71.78662,43,63.0,,50.0
2022-06-01,1.17,13.75,11.439024,93.68496,104.19994,74.01733,6,13.0,,50.0
2022-07-01,1.18,18.93,9.134147,58.930897,101.1138,92.51105,23,30.0,,50.0
2022-08-01,1.2,22.1,3.351626,23.924795,112.56917,106.44298,31,32.0,,50.0
2022-09-01,1.21,22.21,2.2113822,14.697155,96.07886,104.19983,48,57.0,,35.0
2022-10-01,1.15,19.07,13.70935,19.272358,86.88717,91.74016,27,42.0,,35.0
2022-11-01,1.14,16.48,52.402435,68.323166,131.69421,117.0805,17,11.0,,35.0
2022-12-01,1.13,14.14,31.674797,97.78659,78.54905,100.958336,22,4.0,16222.222222222223,35.0
2023-01-01,1.07,7.03,31.0,115.07724,69.79017,91.26474,7,6.0,,35.0
2023-02-01,1.06,8.82,94.39431,157.0691,115.15158,92.383804,14,17.0,,35.0
2023-03-01,1.08,5.68,35.599594,160.99393,38.12615,70.82052,7,2.0,,35.0
2023-04-01,1.18,15.78,19.390244,149.38416,31.189949,59.150417,7,8.0,,25.0
2023-05-01,1.29,18.8,22.863821,77.85366,56.460094,36.98198,13,13.0,,25.0
2023-06-01,1.48,27.21,7.8536587,50.107727,81.473854,41.33281,6,2.0,,25.0
2023-07-01,1.47,24.6,9.376017,40.093494,102.84409,65.252426,11,1.0,,25.0
2023-08-01,1.33,11.23,2.5325203,19.762196,101.52868,91.12465,23,30.0,,25.0
2023-09-01,1.36,12.94,2.4146342,14.323171,98.786835,102.221405,19,21.0,,25.0
2023-10-01,1.33,15.19,14.945122,19.892279,92.62615,94.08322,14,3.0,,40.0
2023-11-01,1.31,14.37,21.963415,39.323174,61.86019,70.77407,10,3.0,,40.0
2023-12-01,1.27,12.31,21.4187,58.32724,56.582832,62.200844,13,5.0,,40.0
2024-01-01,1.29,20.73,24.79675,68.17886,57.764446,55.61961,13,3.0,,40.0
2024-02-01,1.3,22.96,81.63211,127.847565,100.366165,75.72673,11,0.0,,40.0
