,rf_projected,ridge_projected
2025-05-01,31.2,44.71762394242616
2025-06-01,31.1,44.89304402612917
2025-07-01,31.2,44.805789202261906
2025-08-01,31.166666666666668,44.7792715825279
2025-09-01,31.133333333333333,44.71058203395792
2025-10-01,31.133333333333333,44.51763449667782
2025-11-01,30.966666666666665,44.35362861933494
2025-12-01,30.9,44.786245328643034
2026-01-01,31.266666666666666,44.46965740774834
2026-02-01,31.3,43.962408949697746
2026-03-01,31.133333333333333,43.60424943716831
2026-04-01,31.166666666666668,44.2689997885162
