lag,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.4347806542775555,0.14818409368497792,0.9875586190231633,0.9466604636832154,0.6005246912958772,0.8146748118744014,0.063151030403332,0.553800775180393,0.9048498389100673,0.9427762050277434
2,0.2678012638670044,0.11888478696070326,0.968672027035976,0.8933209273664308,0.2754028758987122,0.4291879301579605,0.05900891277161753,0.41073264977638085,0.8334306127857246,0.8904291347225828
3,0.11024601854864503,0.05475369007001513,0.9446519435425379,0.8397916287269551,-0.08336349989265791,-0.02336869465556772,0.12065074170403177,0.28993135334650794,0.7513834792101949,0.8305063302097128
4,-0.0760073703212476,-0.05052633089789625,0.9167540211010446,0.7862623300874795,-0.3021573418693319,-0.36413698092871943,0.18852350063287662,0.2980002241179482,0.6886639399211307,0.7844317580769373
5,-0.09415554392690828,0.0003534444012020793,0.8865744177485186,0.7393509924518467,-0.4565213063159432,-0.5792139498238106,0.05833709025026155,0.28811576590283633,0.6626542129967457,0.7553208464797072
6,-0.1287982238686397,-0.10204005711102439,0.8552383442501347,0.6968516288187755,-0.5054428181678421,-0.651937994919088,0.13736911685716985,0.3013544909539951,0.6394274187201676,0.7266140151679858
7,-0.12466090714395979,-0.04381580850300626,0.8231625091623185,0.6697941741946708,-0.44497059563750746,-0.5804561224400133,0.13885614666455254,0.24343481046460175,0.6017372221750117,0.6875537832584725
8,0.020426392237049642,0.08750878468772245,0.7904174682360814,0.6471486935731277,-0.29889334363518755,-0.36932122208170676,0.09685105522996375,0.21167314931103318,0.5395185251829909,0.6365238296091315
9,-0.02293992870421787,0.05118414663516325,0.7572465272596294,0.6182647765931237,-0.04910441202342758,-0.03953210997770507,-0.031126325774767715,0.10003553330925177,0.45449770646268267,0.5795221245647879
10,0.2279302459420146,0.177533232192702,0.7225116576395737,0.5893808596131198,0.23439703198904518,0.329645151107218,0.15821420978458142,0.18610386493187925,0.35181003733833865,0.5210598697861811
11,0.2386378856193531,0.1384091428313047,0.6858233084906855,0.5604969426331157,0.5210164340623793,0.6207751751560633,-0.0044901800913163415,0.1525099131969811,0.2583826816926862,0.4620501016436213
12,0.20766215314657197,0.10547336536419305,0.6470370833056056,0.5095531556403026,0.6249714856455378,0.7377420071814852,-0.03371747373913275,0.146385102181958,0.1485847660792351,0.40487874457101064
