lag,acf,pacf
0,1.0,1.0
1,-0.0009998709843891044,-0.0010108585776241583
2,-0.000516062443555698,-0.000528552873014726
3,-0.0005268137444630668,-0.0005456400539083731
4,-0.06878682320560787,-0.07191499359101303
5,-0.04604782178643614,-0.04909715178684109
6,-0.15980733668773917,-0.17261766684029017
7,-0.04606932438825098,-0.055069398961475495
8,0.06667956822775556,0.06627388344348475
9,-0.0015804412333892373,-0.008129094319585535
10,-0.0015911925342966405,-0.029363200981135644
11,0.22589558336558727,0.24290004190735692
12,-0.16135552401840625,-0.2260571402676536
13,-0.07036726443899714,-0.10075764176420661
14,-0.0016341977379262557,0.03214799994608268
15,-0.001644949038833686,0.030068547461389872
16,-0.0016557003397411057,-0.02923724916956655
17,0.15758181739990537,0.31181154726725274
18,-0.001677202941555933,-0.08555298058536347
19,0.24757020599492538,0.2908172665975391
20,-0.07093708338708986,-0.11963346856332123
21,-0.002698576527759877,0.08848990397957743
22,-0.002709327828667291,-0.14649593368489008
23,-0.20746785361028688,-0.019970135697079748
24,-0.0477357760288995,-0.14015004745718507
