lag,acf,pacf
0,1.0,1.0
1,-0.00021085964347759413,-0.0002131767824169227
2,-0.00021312695147196426,-0.00021790856019241866
3,-0.0002153942594663817,-0.0002227476673442069
4,0.03887254210209554,0.04063933917175794
5,-0.05708219952818232,-0.060445754313212544
6,-0.22979892061628693,-0.2469994496321809
7,-0.1722297033309114,-0.2023337262278044
8,0.10467018286836588,0.11287863781083736
9,0.0002716234977270707,0.02004555175086403
10,0.000269356189732708,0.01831427960163768
11,0.00026708888173847397,-0.01813789001026543
12,0.038979559039430546,-0.05600490759720349
13,0.1349297660537197,0.08537276382340661
14,0.0008026270300115285,0.03622540459939108
15,0.0008003597220171626,0.05269117377008554
16,0.000798092414022793,-0.010520730884635987
17,0.019986319970484997,0.00887282550423524
18,-0.09515891652424957,-0.1251697399647818
19,-0.038215476245323496,0.003756852219185
20,-0.03054154560753512,0.025021120631671282
21,0.00016097886760119826,-0.008439399919935385
22,0.00015871155960678723,0.013140384164978505
23,0.00015644425161244162,-0.01944131909776403
24,-0.042064911758186725,-0.12273314062325918
