lag,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.5913568050516009,0.4619918959064682,0.9526973278924524,0.8821428571428572,0.39989583887725394,0.7941882120022874,0.31658262354661326,0.739001302756233,0.9197052907204117,0.9710486782623673
2,0.1760249549221296,0.008376021744099788,-0.28366148339393116,-0.07429572325208078,0.0631893324436582,-0.5635380652875707,0.004370728772950113,-0.2682779612937614,-0.48251806511108597,-0.3690991142791016
3,0.16148097413376464,0.14227358011368144,-0.19343890334155517,-0.133368047120009,-0.21259839281720835,-0.3908002135651218,-0.04399373304995209,-0.19712890207730713,0.07161461863051771,-0.12400054579968786
4,0.17469517187471995,-0.04532131147941198,-0.13381236324426538,-0.09628172052715911,-0.18282186433800793,0.2726581602030938,0.001941767048080509,0.2301630275309332,0.016173054543924217,0.12436347086745962
5,0.1476593407870784,0.13749401325465677,0.4396991945554928,-0.10396079084413594,-0.14855143834229817,-0.37258847997713906,0.013696021601039918,-0.061743971684228405,0.0203510665325818,0.17245533730917936
6,0.14841427135972693,0.24800287525401363,-0.12282400661012524,-0.11892758728382484,-0.1661657677639694,-0.2962303822275348,-0.002588141850543663,0.017599352150697318,-0.19743551714295896,-0.12310323306437933
7,0.08112179694450734,-0.18616733904237515,-0.13213540520556052,0.055346729842963266,-0.16672557456721188,0.360663960040599,-0.005423970913388271,0.21624480713236482,-0.037110660632779006,-0.14283219909759454
8,0.020812916733874032,-0.06227559292715606,-0.12206580703918142,-0.11052263339433185,-0.12189417570340808,0.26902693403276157,0.05446786931352079,0.19847183420119158,-0.09827020029889727,0.057415936630668275
9,0.22864175319102006,0.16934091331089254,0.2171217307718699,0.03843139857628047,0.01711525228965425,-0.1561209053853266,0.13020538136628204,-0.19994161591081844,-0.2738948918542348,-0.04876726426111584
10,-0.03717523865758733,-0.10097303190965494,-0.08144831460569761,-0.10757110677201273,0.445640303468879,0.5010510210474248,0.2970411566780554,0.06341809141965288,-0.05248677148551845,0.04954689432109199
11,-0.02097243079139417,0.03395881680103629,-0.09858618287961786,-0.13511242995177483,-0.03966237139436232,-0.2003226899797269,-0.2632644075525774,-0.06950300511600416,-0.041236217512527894,-0.15143832630177886
12,0.01383315098452196,-0.18725591921071416,-0.10810175040110681,-0.0705018402621263,0.17211017845431745,-0.025386812239636306,-0.005243577688773509,-0.014523488461686537,0.04815830115565909,-0.22151490398892443
