date,raw_residuals,standardized_residuals
2017-11-01,3.0636242915692407,0.8137685246993287
2017-12-01,1.2674508815737084,0.33666387771821216
2018-01-01,1.7108454915829228,0.45443960455201615
2018-02-01,2.1751630691313153,0.5777729490334401
2018-03-01,0.612005885135197,0.16256272918706172
2018-04-01,2.8252209455476063,0.7504431555507832
2018-05-01,-0.25020757110922887,-0.06646084079490815
2018-06-01,0.2912984194866297,0.07737550765768339
2018-07-01,5.4285470661087345,1.4419459819566849
2018-08-01,-13.937511742001618,-3.702121177506507
2018-09-01,-0.5178197010014962,-0.13754472949384647
2018-10-01,0.393044026986864,0.10440146287901098
2018-11-01,1.7369695442786437,0.4613787491077409
2018-12-01,4.082997312645746,1.0845372615352618
2019-01-01,2.475945790067229,0.6576677036777068
2019-02-01,-1.508605192972869,-0.40071996622234785
2019-03-01,2.3733822609082083,0.6304244897985559
2019-04-01,-3.481297552112501,-0.9247120743184148
2019-05-01,-1.8471136053562205,-0.49063552542812566
2019-06-01,1.094523629657008,0.2907304533506077
2019-07-01,3.2830446099306023,0.8720515685021774
2019-08-01,-3.13952506070126,-0.8339295012354392
2019-09-01,0.7031193281000174,0.18676453887818326
2019-10-01,-0.4174356190390647,-0.11088042652583377
2019-11-01,-1.1271022106999453,-0.2993840681032352
2019-12-01,-1.7184569245356087,-0.45646137501308703
2020-01-01,0.0024748491332218236,0.000657376320001954
2020-02-01,-1.9222397856889728,-0.5105907533294154
2020-03-01,-1.7959288864064504,-0.47703969602242347
2020-04-01,2.2099580036054256,0.5870152776619676
2020-05-01,-4.163110589170358,-1.1058171761656919
2020-06-01,0.42748678460043976,0.11355024529658506
2020-07-01,2.2321545151746527,0.5929111776666752
2020-08-01,-0.9035909578887882,-0.24001437875400944
2020-09-01,1.7749878188394668,0.47147727042101306
2020-10-01,-0.22657006837550675,-0.06018218065300363
2020-11-01,-1.3065898497269188,-0.3470600809975867
2020-12-01,-2.461887835272126,-0.6539335902501884
2021-01-01,-0.9883049433097693,-0.26251634648369604
2021-02-01,-0.2532670860464332,-0.06727351778139798
2021-03-01,-2.452020693477042,-0.6513126522178924
2021-04-01,-2.6299743024107762,-0.6985811917123925
2021-05-01,-2.572155611727105,-0.6832232280246816
2021-06-01,1.2408246791780737,0.32959135074296386
2021-07-01,1.37026147265356,0.3639727168815725
2021-08-01,-2.188099241434891,-0.581209091778465
2021-09-01,14.679404893482353,3.8991849286197287
2021-10-01,-2.63651013223231,-0.7003172572628448
2021-11-01,-0.8531922352780725,-0.22662732791266305
2021-12-01,-2.428355089369269,-0.6450265277097571
2022-01-01,-0.9189168735979791,-0.2440852917089641
2022-02-01,-2.7469469123621977,-0.729651786270115
2022-03-01,-0.22877026317465976,-0.06076660260085008
2022-04-01,0.17572297065428444,0.04667603097687819
2022-05-01,-2.729341508021541,-0.7249753891159394
2022-06-01,-2.8989381265436407,-0.7700241212477544
2022-07-01,0.5567063727384678,0.1478739167408653
2022-08-01,0.6296413984482925,0.16724712397141392
2022-09-01,-3.2205519879747726,-0.855452102181241
2022-10-01,4.437269193582445,1.1786399577165063
2022-11-01,0.8322388020546043,0.22106161771070193
2022-12-01,2.4911317465130267,0.6617014402583864
2023-01-01,1.20737958741924,0.32070757114348236
2023-02-01,1.3418347384595464,0.3564219275719286
2023-03-01,-1.0047465698460627,-0.26688361769522856
2023-04-01,2.1583926871301102,0.5733183528681159
2023-05-01,3.664439841756362,0.9733588456436215
2023-06-01,0.5613782434821388,0.14911487222405895
2023-07-01,3.713042130329839,0.9862687226094434
2023-08-01,0.4126797985757733,0.10961717190799147
2023-09-01,2.482520404583461,0.6594140713281508
2023-10-01,-11.948363131751641,-3.1737579135783016
2023-11-01,-2.094724168795704,-0.5564065416346755
2023-12-01,-1.2483727887032785,-0.3315963010566337
2024-01-01,0.7290936752711268,0.19366391823024032
2024-02-01,-8.645601047674234,-2.2964689338966084
2024-03-01,11.401551871007186,3.028512364132823
2024-04-01,1.162386859860554,0.3087564759545953
