lag,acf,pacf
0,1.0,1.0
1,-0.0002507687255575139,-0.00025343647795705995
2,-0.0002533808997820716,-0.00025889419806743183
3,-0.00018509120219723215,-0.00019125803714902927
4,-0.048299687818525346,-0.050422923436504036
5,0.011837680559879566,0.012500960060861818
6,0.01183506838565502,0.012638950435838861
7,-0.00019553989909542626,-0.00023218300563502696
8,0.04773657768925998,0.04972972674602649
9,-0.0003780189270680882,0.0008298508859983377
10,-0.0003806311012926456,0.0006896118564875515
11,0.07178473338763813,0.0813331051994005
12,-0.11104341966657992,-0.12374448765327946
13,0.035695520707611325,0.042572909065550835
14,-0.0005683344777144152,-0.0026878640387923676
15,0.0006698361047258029,0.007842643114350742
16,0.0006672239305012512,-0.015242768825797668
17,-0.13164334545950818,-0.16020045793582002
18,0.024717991803103915,0.038882570063371286
19,-0.023573859492747755,-0.04199508793776456
20,-0.33630437054064555,-0.43946833803301
21,0.00047690837985488985,-0.008203941088108102
22,0.00047429620563034703,-0.0050476557421545755
23,-0.047640300410697826,-0.09359121591844986
24,0.0798538461866521,0.06428531316793408
