lag,acf,pacf
0,1.0,1.0
1,0.8421034284601103,0.8509676750754797
2,0.6842068569202208,-0.09201074819540142
3,0.5263102853803309,-0.10146193076672104
4,0.40871732696233526,0.04230513765286432
5,0.29112436854433943,-0.09673889435136251
6,0.17353141012634363,-0.10722939820819702
7,0.09709083268794592,0.07016393904757527
8,0.07552009655567916,0.12906091839087977
9,0.07403972419331338,0.016043482305811083
10,0.07255935183094765,-0.010189284578826428
11,0.07107897946858188,0.01096536568711554
12,0.05588114677968338,-0.08494217828702356
13,0.07086172680915691,0.1057451408236948
14,0.044689925859032226,-0.14312205475211093
15,0.018518124908907634,-0.005293100536365501
16,0.037128116316442854,0.24694449090497975
17,0.05573810772397813,-0.03528131043587976
18,0.10178301978457885,0.12505274500881783
19,0.12039301119211414,-0.019588371484673687
20,0.10789580350500175,-0.17395679473792913
21,0.09539859581788943,-0.00031267884191989604
22,0.08290138813077705,0.01874388602507939
23,0.0704041804436647,0.022048886234345554
24,0.057906972756552315,0.06552110305170385
