label,order,seasonal,aic,bic
"ARIMA(1, 0, 1)x(0, 0, 0, 0)","(1, 0, 1)","(0, 0, 0, 0)",488.965517682995,496.07386124039607
"ARIMA(1, 1, 1)x(0, 0, 0, 0)","(1, 1, 1)","(0, 0, 0, 0)",484.2071473496695,491.2772738297383
"ARIMA(1, 1, 1)x(1, 0, 0, 12)","(1, 1, 1)","(1, 0, 0, 12)",428.6689752893936,437.48774576695746
"ARIMA(1, 1, 1)x(1, 1, 1, 12)","(1, 1, 1)","(1, 1, 1, 12)",360.5997974878854,370.5447177207068
"ARIMA(2, 1, 1)x(1, 1, 1, 12)","(2, 1, 1)","(1, 1, 1, 12)",362.5575796188446,374.4914838982303
"ARIMA(1, 1, 2)x(1, 1, 1, 12)","(1, 1, 2)","(1, 1, 1, 12)",356.98039751171285,368.8021489930256
