lag,acled_events,acled_fatalities,idp_population,ipc_phase_3plus_pct,rain_1m,rain_3m,rain_anomaly_1m,rain_anomaly_3m,wfp_inflation_mean,wfp_price_mean
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.8511022527506942,0.6698083737467091,0.9845386644747457,0.88876067878239,0.5921720286100718,0.835976834433626,0.17653476175639793,0.6339833679911389,0.9200835049321507,0.9637654608352264
2,0.7747838229142476,0.46661235595921363,0.9658773331026665,0.77752135756478,0.29749843766200523,0.47735934006149666,0.12478399258907738,0.4552766558368295,0.8062675521934066,0.9127424170673173
3,0.6830797585238857,0.3752570805792767,0.9443112633289419,0.6646850899438265,0.04838969737870541,0.040954991307526105,0.3424189359104825,0.3145664309691453,0.704952974361448,0.859997551950814
4,0.6384566321379793,0.33268784116082817,0.920128318451878,0.5518488223228729,-0.30809198888798883,-0.3384930858896546,0.06656729055792761,0.2515790209053813,0.6138333138828919,0.8067861528706384
5,0.5827494775663468,0.3304188033360113,0.8924918709153261,0.4595132316896279,-0.49602879106636644,-0.5989830567377229,0.033264239687787085,0.2428176709571086,0.5202020938868019,0.7600751270176338
6,0.5128340163302685,0.2991345217622222,0.862646710207903,0.3762890530509198,-0.5543298371829044,-0.6962539693759267,0.10659893111390266,0.18444726371276052,0.43497319740302315,0.7275007023091924
7,0.46856403960090603,0.31411337802584177,0.8309011228925046,0.3226769633944573,-0.47848923580217123,-0.6104565365107225,0.040917028162190276,0.11971231885572099,0.35760746425219925,0.7054375988249363
8,0.4265902662935394,0.28561125137251797,0.7973699414754661,0.2895655507257031,-0.2752222960541406,-0.36360788436739916,0.05213431093708781,0.07564245727375603,0.27542402919292164,0.6855093547584457
9,0.4478653529216608,0.2971522541806601,0.7621679984631238,0.2648846434561952,-0.05039150258175642,-0.015634375989743883,-0.1350153731619611,-0.06692915534027523,0.1677994192710063,0.6620466493831719
10,0.3555714068291271,0.3386881879692741,0.7253951723256309,0.24020373618668756,0.2855868924467097,0.35996916352108727,0.0366776046005086,0.04218789982224966,0.06261921143859327,0.6283500549807766
11,0.36115641954424316,0.3436782805894411,0.6871300766093503,0.21552282891717972,0.5158801954834629,0.6396544380448337,0.016390695232178308,0.04691070227539429,-0.03211249011538715,0.5824912311680808
12,0.37636122890360946,0.2209817225314913,0.6474278280771357,0.17034124465996345,0.6147703707604022,0.732546822843049,0.052189022992606644,0.09651732657035539,-0.11053014434217683,0.5250026487089551
